"sample.time","num.cells","parameter.index","mutant.effect","drug.outsideConcentration.MULT","cell.type"
0,100000,"48",200,1.25892541179417,"REG-OFF"
10,99835,"48",200,1.25892541179417,"REG-OFF"
20,97890,"48",200,1.25892541179417,"REG-OFF"
30,183662,"48",200,1.25892541179417,"REG-OFF"
40,166076,"48",200,1.25892541179417,"REG-OFF"
50,279668,"48",200,1.25892541179417,"REG-OFF"
60,249482,"48",200,1.25892541179417,"REG-OFF"
0,100000,"49",2,1.58489319246111,"REG-OFF"
10,99583,"49",2,1.58489319246111,"REG-OFF"
20,93942,"49",2,1.58489319246111,"REG-OFF"
30,154927,"49",2,1.58489319246111,"REG-OFF"
40,113285,"49",2,1.58489319246111,"REG-OFF"
50,137093,"49",2,1.58489319246111,"REG-OFF"
60,83846,"49",2,1.58489319246111,"REG-OFF"
0,100000,"50",10,1.58489319246111,"REG-OFF"
10,99644,"50",10,1.58489319246111,"REG-OFF"
20,94845,"50",10,1.58489319246111,"REG-OFF"
30,161720,"50",10,1.58489319246111,"REG-OFF"
40,124977,"50",10,1.58489319246111,"REG-OFF"
50,167715,"50",10,1.58489319246111,"REG-OFF"
60,117584,"50",10,1.58489319246111,"REG-OFF"
0,100000,"51",50,1.58489319246111,"REG-OFF"
10,99712,"51",50,1.58489319246111,"REG-OFF"
20,95728,"51",50,1.58489319246111,"REG-OFF"
30,168929,"51",50,1.58489319246111,"REG-OFF"
40,139683,"51",50,1.58489319246111,"REG-OFF"
50,208655,"51",50,1.58489319246111,"REG-OFF"
60,166960,"51",50,1.58489319246111,"REG-OFF"
0,100000,"52",200,1.58489319246111,"REG-OFF"
10,99711,"52",200,1.58489319246111,"REG-OFF"
20,96149,"52",200,1.58489319246111,"REG-OFF"
30,171878,"52",200,1.58489319246111,"REG-OFF"
40,145359,"52",200,1.58489319246111,"REG-OFF"
50,224943,"52",200,1.58489319246111,"REG-OFF"
60,186848,"52",200,1.58489319246111,"REG-OFF"
0,100000,"53",2,1.99526231496888,"REG-OFF"
10,99283,"53",2,1.99526231496888,"REG-OFF"
20,89009,"53",2,1.99526231496888,"REG-OFF"
30,127644,"53",2,1.99526231496888,"REG-OFF"
40,76152,"53",2,1.99526231496888,"REG-OFF"
50,69227,"53",2,1.99526231496888,"REG-OFF"
60,31962,"53",2,1.99526231496888,"REG-OFF"
0,100000,"54",10,1.99526231496888,"REG-OFF"
10,99346,"54",10,1.99526231496888,"REG-OFF"
20,90394,"54",10,1.99526231496888,"REG-OFF"
30,137076,"54",10,1.99526231496888,"REG-OFF"
40,90237,"54",10,1.99526231496888,"REG-OFF"
50,98836,"54",10,1.99526231496888,"REG-OFF"
60,58863,"54",10,1.99526231496888,"REG-OFF"
0,100000,"55",50,1.99526231496888,"REG-OFF"
10,99498,"55",50,1.99526231496888,"REG-OFF"
20,92314,"55",50,1.99526231496888,"REG-OFF"
30,148937,"55",50,1.99526231496888,"REG-OFF"
40,110007,"55",50,1.99526231496888,"REG-OFF"
50,144898,"55",50,1.99526231496888,"REG-OFF"
60,104717,"55",50,1.99526231496888,"REG-OFF"
0,100000,"56",200,1.99526231496888,"REG-OFF"
10,99475,"56",200,1.99526231496888,"REG-OFF"
20,93068,"56",200,1.99526231496888,"REG-OFF"
30,153354,"56",200,1.99526231496888,"REG-OFF"
40,117260,"56",200,1.99526231496888,"REG-OFF"
50,162869,"56",200,1.99526231496888,"REG-OFF"
60,124240,"56",200,1.99526231496888,"REG-OFF"
0,100000,"57",2,2.51188643150958,"REG-OFF"
10,98725,"57",2,2.51188643150958,"REG-OFF"
20,81048,"57",2,2.51188643150958,"REG-OFF"
30,93698,"57",2,2.51188643150958,"REG-OFF"
40,41943,"57",2,2.51188643150958,"REG-OFF"
50,25885,"57",2,2.51188643150958,"REG-OFF"
60,8192,"57",2,2.51188643150958,"REG-OFF"
0,100000,"58",10,2.51188643150958,"REG-OFF"
10,98856,"58",10,2.51188643150958,"REG-OFF"
20,83663,"58",10,2.51188643150958,"REG-OFF"
30,106211,"58",10,2.51188643150958,"REG-OFF"
40,56474,"58",10,2.51188643150958,"REG-OFF"
50,48681,"58",10,2.51188643150958,"REG-OFF"
60,24097,"58",10,2.51188643150958,"REG-OFF"
0,100000,"59",50,2.51188643150958,"REG-OFF"
10,99038,"59",50,2.51188643150958,"REG-OFF"
20,86240,"59",50,2.51188643150958,"REG-OFF"
30,121300,"59",50,2.51188643150958,"REG-OFF"
40,77383,"59",50,2.51188643150958,"REG-OFF"
50,87337,"59",50,2.51188643150958,"REG-OFF"
60,55855,"59",50,2.51188643150958,"REG-OFF"
0,100000,"60",200,2.51188643150958,"REG-OFF"
10,99061,"60",200,2.51188643150958,"REG-OFF"
20,87607,"60",200,2.51188643150958,"REG-OFF"
30,127517,"60",200,2.51188643150958,"REG-OFF"
40,85557,"60",200,2.51188643150958,"REG-OFF"
50,103398,"60",200,2.51188643150958,"REG-OFF"
60,70058,"60",200,2.51188643150958,"REG-OFF"
0,100000,"61",2,3.16227766016838,"REG-OFF"
10,97597,"61",2,3.16227766016838,"REG-OFF"
20,69185,"61",2,3.16227766016838,"REG-OFF"
30,58148,"61",2,3.16227766016838,"REG-OFF"
40,18679,"61",2,3.16227766016838,"REG-OFF"
50,7349,"61",2,3.16227766016838,"REG-OFF"
60,1594,"61",2,3.16227766016838,"REG-OFF"
0,100000,"62",10,3.16227766016838,"REG-OFF"
10,97813,"62",10,3.16227766016838,"REG-OFF"
20,72762,"62",10,3.16227766016838,"REG-OFF"
30,71194,"62",10,3.16227766016838,"REG-OFF"
40,29775,"62",10,3.16227766016838,"REG-OFF"
50,19670,"62",10,3.16227766016838,"REG-OFF"
60,8015,"62",10,3.16227766016838,"REG-OFF"
0,100000,"63",50,3.16227766016838,"REG-OFF"
10,98140,"63",50,3.16227766016838,"REG-OFF"
20,77491,"63",50,3.16227766016838,"REG-OFF"
30,89949,"63",50,3.16227766016838,"REG-OFF"
40,48211,"63",50,3.16227766016838,"REG-OFF"
50,44572,"63",50,3.16227766016838,"REG-OFF"
60,23896,"63",50,3.16227766016838,"REG-OFF"
0,100000,"64",200,3.16227766016838,"REG-OFF"
10,98301,"64",200,3.16227766016838,"REG-OFF"
20,79088,"64",200,3.16227766016838,"REG-OFF"
30,97642,"64",200,3.16227766016838,"REG-OFF"
40,55922,"64",200,3.16227766016838,"REG-OFF"
50,56176,"64",200,3.16227766016838,"REG-OFF"
60,31573,"64",200,3.16227766016838,"REG-OFF"
0,100000,"65",2,3.98107170553497,"REG-OFF"
10,95691,"65",2,3.98107170553497,"REG-OFF"
20,54292,"65",2,3.98107170553497,"REG-OFF"
30,30985,"65",2,3.98107170553497,"REG-OFF"
40,7374,"65",2,3.98107170553497,"REG-OFF"
50,1885,"65",2,3.98107170553497,"REG-OFF"
60,302,"65",2,3.98107170553497,"REG-OFF"
0,100000,"66",10,3.98107170553497,"REG-OFF"
10,96099,"66",10,3.98107170553497,"REG-OFF"
20,58815,"66",10,3.98107170553497,"REG-OFF"
30,42428,"66",10,3.98107170553497,"REG-OFF"
40,13860,"66",10,3.98107170553497,"REG-OFF"
50,6775,"66",10,3.98107170553497,"REG-OFF"
60,2082,"66",10,3.98107170553497,"REG-OFF"
0,100000,"67",50,3.98107170553497,"REG-OFF"
10,96729,"67",50,3.98107170553497,"REG-OFF"
20,65214,"67",50,3.98107170553497,"REG-OFF"
30,60361,"67",50,3.98107170553497,"REG-OFF"
40,26302,"67",50,3.98107170553497,"REG-OFF"
50,18716,"67",50,3.98107170553497,"REG-OFF"
60,7693,"67",50,3.98107170553497,"REG-OFF"
0,100000,"68",200,3.98107170553497,"REG-OFF"
10,96926,"68",200,3.98107170553497,"REG-OFF"
20,67662,"68",200,3.98107170553497,"REG-OFF"
30,66823,"68",200,3.98107170553497,"REG-OFF"
40,31292,"68",200,3.98107170553497,"REG-OFF"
50,23823,"68",200,3.98107170553497,"REG-OFF"
60,10164,"68",200,3.98107170553497,"REG-OFF"
0,100000,"69",2,5.01187233627272,"REG-OFF"
10,92367,"69",2,5.01187233627272,"REG-OFF"
20,38007,"69",2,5.01187233627272,"REG-OFF"
30,14386,"69",2,5.01187233627272,"REG-OFF"
40,2919,"69",2,5.01187233627272,"REG-OFF"
50,431,"69",2,5.01187233627272,"REG-OFF"
60,47,"69",2,5.01187233627272,"REG-OFF"
0,100000,"70",10,5.01187233627272,"REG-OFF"
10,92987,"70",10,5.01187233627272,"REG-OFF"
20,43281,"70",10,5.01187233627272,"REG-OFF"
30,21937,"70",10,5.01187233627272,"REG-OFF"
40,5688,"70",10,5.01187233627272,"REG-OFF"
50,1788,"70",10,5.01187233627272,"REG-OFF"
60,396,"70",10,5.01187233627272,"REG-OFF"
0,100000,"71",50,5.01187233627272,"REG-OFF"
10,94121,"71",50,5.01187233627272,"REG-OFF"
20,50969,"71",50,5.01187233627272,"REG-OFF"
30,35293,"71",50,5.01187233627272,"REG-OFF"
40,11796,"71",50,5.01187233627272,"REG-OFF"
50,5740,"71",50,5.01187233627272,"REG-OFF"
60,1760,"71",50,5.01187233627272,"REG-OFF"
0,100000,"72",200,5.01187233627272,"REG-OFF"
10,94697,"72",200,5.01187233627272,"REG-OFF"
20,53827,"72",200,5.01187233627272,"REG-OFF"
30,40897,"72",200,5.01187233627272,"REG-OFF"
40,14781,"72",200,5.01187233627272,"REG-OFF"
50,7757,"72",200,5.01187233627272,"REG-OFF"
60,2316,"72",200,5.01187233627272,"REG-OFF"
0,100000,"73",2,6.30957344480193,"REG-OFF"
10,86819,"73",2,6.30957344480193,"REG-OFF"
20,24542,"73",2,6.30957344480193,"REG-OFF"
30,6391,"73",2,6.30957344480193,"REG-OFF"
40,1191,"73",2,6.30957344480193,"REG-OFF"
50,132,"73",2,6.30957344480193,"REG-OFF"
60,5,"73",2,6.30957344480193,"REG-OFF"
0,100000,"74",10,6.30957344480193,"REG-OFF"
10,88354,"74",10,6.30957344480193,"REG-OFF"
20,29132,"74",10,6.30957344480193,"REG-OFF"
30,10526,"74",10,6.30957344480193,"REG-OFF"
40,2357,"74",10,6.30957344480193,"REG-OFF"
50,463,"74",10,6.30957344480193,"REG-OFF"
60,58,"74",10,6.30957344480193,"REG-OFF"
0,100000,"75",50,6.30957344480193,"REG-OFF"
10,89876,"75",50,6.30957344480193,"REG-OFF"
20,36693,"75",50,6.30957344480193,"REG-OFF"
30,18511,"75",50,6.30957344480193,"REG-OFF"
40,4878,"75",50,6.30957344480193,"REG-OFF"
50,1407,"75",50,6.30957344480193,"REG-OFF"
60,275,"75",50,6.30957344480193,"REG-OFF"
0,100000,"76",200,6.30957344480193,"REG-OFF"
10,90455,"76",200,6.30957344480193,"REG-OFF"
20,39391,"76",200,6.30957344480193,"REG-OFF"
30,21664,"76",200,6.30957344480193,"REG-OFF"
40,5940,"76",200,6.30957344480193,"REG-OFF"
50,1952,"76",200,6.30957344480193,"REG-OFF"
60,397,"76",200,6.30957344480193,"REG-OFF"
0,100000,"77",2,7.94328234724282,"REG-OFF"
10,78861,"77",2,7.94328234724282,"REG-OFF"
20,15080,"77",2,7.94328234724282,"REG-OFF"
30,2918,"77",2,7.94328234724282,"REG-OFF"
40,526,"77",2,7.94328234724282,"REG-OFF"
50,32,"77",2,7.94328234724282,"REG-OFF"
60,1,"77",2,7.94328234724282,"REG-OFF"
0,100000,"78",10,7.94328234724282,"REG-OFF"
10,80850,"78",10,7.94328234724282,"REG-OFF"
20,18863,"78",10,7.94328234724282,"REG-OFF"
30,5034,"78",10,7.94328234724282,"REG-OFF"
40,985,"78",10,7.94328234724282,"REG-OFF"
50,136,"78",10,7.94328234724282,"REG-OFF"
60,12,"78",10,7.94328234724282,"REG-OFF"
0,100000,"79",50,7.94328234724282,"REG-OFF"
10,83524,"79",50,7.94328234724282,"REG-OFF"
20,24160,"79",50,7.94328234724282,"REG-OFF"
30,8561,"79",50,7.94328234724282,"REG-OFF"
40,1858,"79",50,7.94328234724282,"REG-OFF"
50,342,"79",50,7.94328234724282,"REG-OFF"
60,41,"79",50,7.94328234724282,"REG-OFF"
0,100000,"80",200,7.94328234724282,"REG-OFF"
10,84476,"80",200,7.94328234724282,"REG-OFF"
20,27020,"80",200,7.94328234724282,"REG-OFF"
30,10341,"80",200,7.94328234724282,"REG-OFF"
40,2177,"80",200,7.94328234724282,"REG-OFF"
50,432,"80",200,7.94328234724282,"REG-OFF"
60,49,"80",200,7.94328234724282,"REG-OFF"
0,100000,"81",2,10,"REG-OFF"
10,68608,"81",2,10,"REG-OFF"
20,9835,"81",2,10,"REG-OFF"
30,1519,"81",2,10,"REG-OFF"
40,254,"81",2,10,"REG-OFF"
50,20,"81",2,10,"REG-OFF"
60,0,"81",2,10,"REG-OFF"
0,100000,"82",10,10,"REG-OFF"
10,71291,"82",10,10,"REG-OFF"
20,11911,"82",10,10,"REG-OFF"
30,2262,"82",10,10,"REG-OFF"
40,415,"82",10,10,"REG-OFF"
50,32,"82",10,10,"REG-OFF"
60,1,"82",10,10,"REG-OFF"
0,100000,"83",50,10,"REG-OFF"
10,74732,"83",50,10,"REG-OFF"
20,15548,"83",50,10,"REG-OFF"
30,3817,"83",50,10,"REG-OFF"
40,712,"83",50,10,"REG-OFF"
50,86,"83",50,10,"REG-OFF"
60,3,"83",50,10,"REG-OFF"
0,100000,"84",200,10,"REG-OFF"
10,75965,"84",200,10,"REG-OFF"
20,17029,"84",200,10,"REG-OFF"
30,4362,"84",200,10,"REG-OFF"
40,829,"84",200,10,"REG-OFF"
50,91,"84",200,10,"REG-OFF"
60,12,"84",200,10,"REG-OFF"
0,100000,"85",2,12.5892541179417,"REG-OFF"
10,57432,"85",2,12.5892541179417,"REG-OFF"
20,6868,"85",2,12.5892541179417,"REG-OFF"
30,823,"85",2,12.5892541179417,"REG-OFF"
40,153,"85",2,12.5892541179417,"REG-OFF"
50,13,"85",2,12.5892541179417,"REG-OFF"
60,0,"85",2,12.5892541179417,"REG-OFF"
0,100000,"86",10,12.5892541179417,"REG-OFF"
10,60443,"86",10,12.5892541179417,"REG-OFF"
20,7927,"86",10,12.5892541179417,"REG-OFF"
30,1155,"86",10,12.5892541179417,"REG-OFF"
40,175,"86",10,12.5892541179417,"REG-OFF"
50,8,"86",10,12.5892541179417,"REG-OFF"
60,1,"86",10,12.5892541179417,"REG-OFF"
0,100000,"87",50,12.5892541179417,"REG-OFF"
10,64396,"87",50,12.5892541179417,"REG-OFF"
20,10083,"87",50,12.5892541179417,"REG-OFF"
30,1758,"87",50,12.5892541179417,"REG-OFF"
40,356,"87",50,12.5892541179417,"REG-OFF"
50,30,"87",50,12.5892541179417,"REG-OFF"
60,2,"87",50,12.5892541179417,"REG-OFF"
0,100000,"88",200,12.5892541179417,"REG-OFF"
10,66101,"88",200,12.5892541179417,"REG-OFF"
20,10930,"88",200,12.5892541179417,"REG-OFF"
30,1899,"88",200,12.5892541179417,"REG-OFF"
40,361,"88",200,12.5892541179417,"REG-OFF"
50,27,"88",200,12.5892541179417,"REG-OFF"
60,2,"88",200,12.5892541179417,"REG-OFF"
0,100000,"89",2,15.8489319246111,"REG-OFF"
10,47056,"89",2,15.8489319246111,"REG-OFF"
20,5546,"89",2,15.8489319246111,"REG-OFF"
30,489,"89",2,15.8489319246111,"REG-OFF"
40,94,"89",2,15.8489319246111,"REG-OFF"
50,7,"89",2,15.8489319246111,"REG-OFF"
60,0,"89",2,15.8489319246111,"REG-OFF"
0,100000,"90",10,15.8489319246111,"REG-OFF"
10,49477,"90",10,15.8489319246111,"REG-OFF"
20,6096,"90",10,15.8489319246111,"REG-OFF"
30,635,"90",10,15.8489319246111,"REG-OFF"
40,105,"90",10,15.8489319246111,"REG-OFF"
50,4,"90",10,15.8489319246111,"REG-OFF"
60,2,"90",10,15.8489319246111,"REG-OFF"
0,100000,"91",50,15.8489319246111,"REG-OFF"
10,53480,"91",50,15.8489319246111,"REG-OFF"
20,7012,"91",50,15.8489319246111,"REG-OFF"
30,895,"91",50,15.8489319246111,"REG-OFF"
40,164,"91",50,15.8489319246111,"REG-OFF"
50,11,"91",50,15.8489319246111,"REG-OFF"
60,0,"91",50,15.8489319246111,"REG-OFF"
0,100000,"92",200,15.8489319246111,"REG-OFF"
10,55142,"92",200,15.8489319246111,"REG-OFF"
20,7431,"92",200,15.8489319246111,"REG-OFF"
30,938,"92",200,15.8489319246111,"REG-OFF"
40,172,"92",200,15.8489319246111,"REG-OFF"
50,9,"92",200,15.8489319246111,"REG-OFF"
60,0,"92",200,15.8489319246111,"REG-OFF"
0,100000,"93",2,19.9526231496888,"REG-OFF"
10,38114,"93",2,19.9526231496888,"REG-OFF"
20,5024,"93",2,19.9526231496888,"REG-OFF"
30,356,"93",2,19.9526231496888,"REG-OFF"
40,59,"93",2,19.9526231496888,"REG-OFF"
50,1,"93",2,19.9526231496888,"REG-OFF"
60,0,"93",2,19.9526231496888,"REG-OFF"
0,100000,"94",10,19.9526231496888,"REG-OFF"
10,40537,"94",10,19.9526231496888,"REG-OFF"
20,5357,"94",10,19.9526231496888,"REG-OFF"
30,446,"94",10,19.9526231496888,"REG-OFF"
40,80,"94",10,19.9526231496888,"REG-OFF"
50,5,"94",10,19.9526231496888,"REG-OFF"
60,1,"94",10,19.9526231496888,"REG-OFF"
0,100000,"95",50,19.9526231496888,"REG-OFF"
10,43594,"95",50,19.9526231496888,"REG-OFF"
20,5699,"95",50,19.9526231496888,"REG-OFF"
30,505,"95",50,19.9526231496888,"REG-OFF"
40,77,"95",50,19.9526231496888,"REG-OFF"
50,1,"95",50,19.9526231496888,"REG-OFF"
60,0,"95",50,19.9526231496888,"REG-OFF"
0,100000,"96",200,19.9526231496888,"REG-OFF"
10,45114,"96",200,19.9526231496888,"REG-OFF"
20,5944,"96",200,19.9526231496888,"REG-OFF"
30,608,"96",200,19.9526231496888,"REG-OFF"
40,112,"96",200,19.9526231496888,"REG-OFF"
50,3,"96",200,19.9526231496888,"REG-OFF"
60,0,"96",200,19.9526231496888,"REG-OFF"
0,100000,"97",2,25.1188643150958,"REG-OFF"
10,31416,"97",2,25.1188643150958,"REG-OFF"
20,4789,"97",2,25.1188643150958,"REG-OFF"
30,279,"97",2,25.1188643150958,"REG-OFF"
40,51,"97",2,25.1188643150958,"REG-OFF"
50,1,"97",2,25.1188643150958,"REG-OFF"
60,0,"97",2,25.1188643150958,"REG-OFF"
0,100000,"98",10,25.1188643150958,"REG-OFF"
10,32764,"98",10,25.1188643150958,"REG-OFF"
20,4796,"98",10,25.1188643150958,"REG-OFF"
30,301,"98",10,25.1188643150958,"REG-OFF"
40,55,"98",10,25.1188643150958,"REG-OFF"
50,6,"98",10,25.1188643150958,"REG-OFF"
60,0,"98",10,25.1188643150958,"REG-OFF"
0,100000,"99",50,25.1188643150958,"REG-OFF"
10,35619,"99",50,25.1188643150958,"REG-OFF"
20,5000,"99",50,25.1188643150958,"REG-OFF"
30,328,"99",50,25.1188643150958,"REG-OFF"
40,63,"99",50,25.1188643150958,"REG-OFF"
50,2,"99",50,25.1188643150958,"REG-OFF"
60,0,"99",50,25.1188643150958,"REG-OFF"
0,100000,"100",200,25.1188643150958,"REG-OFF"
10,36619,"100",200,25.1188643150958,"REG-OFF"
20,5061,"100",200,25.1188643150958,"REG-OFF"
30,383,"100",200,25.1188643150958,"REG-OFF"
40,75,"100",200,25.1188643150958,"REG-OFF"
50,6,"100",200,25.1188643150958,"REG-OFF"
60,0,"100",200,25.1188643150958,"REG-OFF"
0,100000,"101",2,31.6227766016838,"REG-OFF"
10,26684,"101",2,31.6227766016838,"REG-OFF"
20,4672,"101",2,31.6227766016838,"REG-OFF"
30,206,"101",2,31.6227766016838,"REG-OFF"
40,44,"101",2,31.6227766016838,"REG-OFF"
50,7,"101",2,31.6227766016838,"REG-OFF"
60,0,"101",2,31.6227766016838,"REG-OFF"
0,100000,"102",10,31.6227766016838,"REG-OFF"
10,27669,"102",10,31.6227766016838,"REG-OFF"
20,4719,"102",10,31.6227766016838,"REG-OFF"
30,230,"102",10,31.6227766016838,"REG-OFF"
40,53,"102",10,31.6227766016838,"REG-OFF"
50,5,"102",10,31.6227766016838,"REG-OFF"
60,1,"102",10,31.6227766016838,"REG-OFF"
0,100000,"103",50,31.6227766016838,"REG-OFF"
10,29382,"103",50,31.6227766016838,"REG-OFF"
20,4740,"103",50,31.6227766016838,"REG-OFF"
30,270,"103",50,31.6227766016838,"REG-OFF"
40,53,"103",50,31.6227766016838,"REG-OFF"
50,2,"103",50,31.6227766016838,"REG-OFF"
60,0,"103",50,31.6227766016838,"REG-OFF"
0,100000,"104",200,31.6227766016838,"REG-OFF"
10,30471,"104",200,31.6227766016838,"REG-OFF"
20,4843,"104",200,31.6227766016838,"REG-OFF"
30,263,"104",200,31.6227766016838,"REG-OFF"
40,60,"104",200,31.6227766016838,"REG-OFF"
50,4,"104",200,31.6227766016838,"REG-OFF"
60,0,"104",200,31.6227766016838,"REG-OFF"
0,100000,"105",2,39.8107170553497,"REG-OFF"
10,22780,"105",2,39.8107170553497,"REG-OFF"
20,4659,"105",2,39.8107170553497,"REG-OFF"
30,202,"105",2,39.8107170553497,"REG-OFF"
40,38,"105",2,39.8107170553497,"REG-OFF"
50,5,"105",2,39.8107170553497,"REG-OFF"
60,0,"105",2,39.8107170553497,"REG-OFF"
0,100000,"106",10,39.8107170553497,"REG-OFF"
10,23478,"106",10,39.8107170553497,"REG-OFF"
20,4556,"106",10,39.8107170553497,"REG-OFF"
30,193,"106",10,39.8107170553497,"REG-OFF"
40,41,"106",10,39.8107170553497,"REG-OFF"
50,9,"106",10,39.8107170553497,"REG-OFF"
60,0,"106",10,39.8107170553497,"REG-OFF"
0,100000,"107",50,39.8107170553497,"REG-OFF"
10,24903,"107",50,39.8107170553497,"REG-OFF"
20,4656,"107",50,39.8107170553497,"REG-OFF"
30,185,"107",50,39.8107170553497,"REG-OFF"
40,35,"107",50,39.8107170553497,"REG-OFF"
50,2,"107",50,39.8107170553497,"REG-OFF"
60,0,"107",50,39.8107170553497,"REG-OFF"
0,100000,"108",200,39.8107170553497,"REG-OFF"
10,25254,"108",200,39.8107170553497,"REG-OFF"
20,4717,"108",200,39.8107170553497,"REG-OFF"
30,209,"108",200,39.8107170553497,"REG-OFF"
40,41,"108",200,39.8107170553497,"REG-OFF"
50,2,"108",200,39.8107170553497,"REG-OFF"
60,0,"108",200,39.8107170553497,"REG-OFF"
0,100000,"109",2,50.1187233627273,"REG-OFF"
10,20249,"109",2,50.1187233627273,"REG-OFF"
20,4474,"109",2,50.1187233627273,"REG-OFF"
30,133,"109",2,50.1187233627273,"REG-OFF"
40,24,"109",2,50.1187233627273,"REG-OFF"
50,6,"109",2,50.1187233627273,"REG-OFF"
60,1,"109",2,50.1187233627273,"REG-OFF"
0,100000,"110",10,50.1187233627273,"REG-OFF"
10,20757,"110",10,50.1187233627273,"REG-OFF"
20,4547,"110",10,50.1187233627273,"REG-OFF"
30,146,"110",10,50.1187233627273,"REG-OFF"
40,32,"110",10,50.1187233627273,"REG-OFF"
50,2,"110",10,50.1187233627273,"REG-OFF"
60,0,"110",10,50.1187233627273,"REG-OFF"
0,100000,"111",50,50.1187233627273,"REG-OFF"
10,21589,"111",50,50.1187233627273,"REG-OFF"
20,4572,"111",50,50.1187233627273,"REG-OFF"
30,140,"111",50,50.1187233627273,"REG-OFF"
40,25,"111",50,50.1187233627273,"REG-OFF"
50,1,"111",50,50.1187233627273,"REG-OFF"
60,0,"111",50,50.1187233627273,"REG-OFF"
0,100000,"112",200,50.1187233627273,"REG-OFF"
10,21973,"112",200,50.1187233627273,"REG-OFF"
20,4603,"112",200,50.1187233627273,"REG-OFF"
30,174,"112",200,50.1187233627273,"REG-OFF"
40,30,"112",200,50.1187233627273,"REG-OFF"
50,2,"112",200,50.1187233627273,"REG-OFF"
60,0,"112",200,50.1187233627273,"REG-OFF"
0,100000,"113",2,63.0957344480194,"REG-OFF"
10,17908,"113",2,63.0957344480194,"REG-OFF"
20,4317,"113",2,63.0957344480194,"REG-OFF"
30,118,"113",2,63.0957344480194,"REG-OFF"
40,23,"113",2,63.0957344480194,"REG-OFF"
50,3,"113",2,63.0957344480194,"REG-OFF"
60,0,"113",2,63.0957344480194,"REG-OFF"
0,100000,"114",10,63.0957344480194,"REG-OFF"
10,18179,"114",10,63.0957344480194,"REG-OFF"
20,4344,"114",10,63.0957344480194,"REG-OFF"
30,130,"114",10,63.0957344480194,"REG-OFF"
40,20,"114",10,63.0957344480194,"REG-OFF"
50,2,"114",10,63.0957344480194,"REG-OFF"
60,1,"114",10,63.0957344480194,"REG-OFF"
0,100000,"115",50,63.0957344480194,"REG-OFF"
10,18966,"115",50,63.0957344480194,"REG-OFF"
20,4494,"115",50,63.0957344480194,"REG-OFF"
30,138,"115",50,63.0957344480194,"REG-OFF"
40,26,"115",50,63.0957344480194,"REG-OFF"
50,1,"115",50,63.0957344480194,"REG-OFF"
60,0,"115",50,63.0957344480194,"REG-OFF"
0,100000,"116",200,63.0957344480194,"REG-OFF"
10,19070,"116",200,63.0957344480194,"REG-OFF"
20,4357,"116",200,63.0957344480194,"REG-OFF"
30,121,"116",200,63.0957344480194,"REG-OFF"
40,24,"116",200,63.0957344480194,"REG-OFF"
50,1,"116",200,63.0957344480194,"REG-OFF"
60,0,"116",200,63.0957344480194,"REG-OFF"
0,100000,"117",2,79.4328234724282,"REG-OFF"
10,16490,"117",2,79.4328234724282,"REG-OFF"
20,4316,"117",2,79.4328234724282,"REG-OFF"
30,107,"117",2,79.4328234724282,"REG-OFF"
40,19,"117",2,79.4328234724282,"REG-OFF"
50,2,"117",2,79.4328234724282,"REG-OFF"
60,0,"117",2,79.4328234724282,"REG-OFF"
0,100000,"118",10,79.4328234724282,"REG-OFF"
10,16681,"118",10,79.4328234724282,"REG-OFF"
20,4319,"118",10,79.4328234724282,"REG-OFF"
30,89,"118",10,79.4328234724282,"REG-OFF"
40,19,"118",10,79.4328234724282,"REG-OFF"
50,0,"118",10,79.4328234724282,"REG-OFF"
60,0,"118",10,79.4328234724282,"REG-OFF"
0,100000,"119",50,79.4328234724282,"REG-OFF"
10,17165,"119",50,79.4328234724282,"REG-OFF"
20,4337,"119",50,79.4328234724282,"REG-OFF"
30,105,"119",50,79.4328234724282,"REG-OFF"
40,15,"119",50,79.4328234724282,"REG-OFF"
50,0,"119",50,79.4328234724282,"REG-OFF"
60,0,"119",50,79.4328234724282,"REG-OFF"
0,100000,"120",200,79.4328234724282,"REG-OFF"
10,17126,"120",200,79.4328234724282,"REG-OFF"
20,4302,"120",200,79.4328234724282,"REG-OFF"
30,116,"120",200,79.4328234724282,"REG-OFF"
40,23,"120",200,79.4328234724282,"REG-OFF"
50,0,"120",200,79.4328234724282,"REG-OFF"
60,0,"120",200,79.4328234724282,"REG-OFF"
0,100000,"121",2,100,"REG-OFF"
10,15184,"121",2,100,"REG-OFF"
20,4205,"121",2,100,"REG-OFF"
30,112,"121",2,100,"REG-OFF"
40,17,"121",2,100,"REG-OFF"
50,0,"121",2,100,"REG-OFF"
60,0,"121",2,100,"REG-OFF"
0,100000,"122",10,100,"REG-OFF"
10,15565,"122",10,100,"REG-OFF"
20,4200,"122",10,100,"REG-OFF"
30,99,"122",10,100,"REG-OFF"
40,16,"122",10,100,"REG-OFF"
50,0,"122",10,100,"REG-OFF"
60,0,"122",10,100,"REG-OFF"
0,100000,"123",50,100,"REG-OFF"
10,15796,"123",50,100,"REG-OFF"
20,4153,"123",50,100,"REG-OFF"
30,123,"123",50,100,"REG-OFF"
40,25,"123",50,100,"REG-OFF"
50,1,"123",50,100,"REG-OFF"
60,0,"123",50,100,"REG-OFF"
0,100000,"124",200,100,"REG-OFF"
10,15848,"124",200,100,"REG-OFF"
20,4179,"124",200,100,"REG-OFF"
