"survive","param.index","mutant.effect","drug.outsideConcentration.MULT","efflux.binom.param","extinction.time","extinction.time.sd","num.reps","cell.type"
0,"378",10,2.75,0.9,57.1324985617947,66.1305693812282,1000,"STRUCT-BIND"
0.136,"379",50,2.75,0.9,101.345732627182,147.280890527735,1000,"STRUCT-BIND"
0.408,"380",200,2.75,0.9,52.4095492282008,70.6819068197675,1000,"STRUCT-BIND"
0,"381",2,3,0.9,33.2371583385994,17.8443989428077,1000,"STRUCT-BIND"
0,"382",10,3,0.9,53.8233018025083,55.6503453100781,1000,"STRUCT-BIND"
0.131,"383",50,3,0.9,109.016965330287,164.911679336743,1000,"STRUCT-BIND"
0.374,"384",200,3,0.9,57.5411370113062,91.8548723519512,1000,"STRUCT-BIND"
0,"385",2,3.5,0.9,29.2435579840862,16.6522302085709,1000,"STRUCT-BIND"
0,"386",10,3.5,0.9,43.9847249620268,46.2365320930088,1000,"STRUCT-BIND"
0.061,"387",50,3.5,0.9,108.560502053147,182.536169565673,1000,"STRUCT-BIND"
0.347,"388",200,3.5,0.9,60.8025708499046,92.2034641940728,1000,"STRUCT-BIND"
0,"389",2,4,0.9,26.943960625976,14.3134487157191,1000,"STRUCT-BIND"
0,"390",10,4,0.9,38.6199455313055,38.6606184170139,1000,"STRUCT-BIND"
0.024,"391",50,4,0.9,110.650083716799,191.653097359195,1000,"STRUCT-BIND"
0.307,"392",200,4,0.9,57.0150551731085,87.7059755971332,1000,"STRUCT-BIND"
0,"393",2,4.5,0.9,23.8014582342597,12.5857752943192,1000,"STRUCT-BIND"
0,"394",10,4.5,0.9,34.3817914433466,33.3872693512958,1000,"STRUCT-BIND"
0.013,"395",50,4.5,0.9,104.762931554879,177.910894450596,1000,"STRUCT-BIND"
0.288,"396",200,4.5,0.9,63.4521041928207,104.00332885813,1000,"STRUCT-BIND"
0,"397",2,5,0.9,23.1783683075939,12.5907297564328,1000,"STRUCT-BIND"
0,"398",10,5,0.9,30.9588138355309,26.7756766334846,1000,"STRUCT-BIND"
0.004,"399",50,5,0.9,92.0559899615551,163.48112149205,1000,"STRUCT-BIND"
0.234,"400",200,5,0.9,75.0514686711755,124.6173020201,1000,"STRUCT-BIND"
1,"401",2,0,1,NA,NA,1000,"STRUCT-BIND"
1,"402",10,0,1,NA,NA,1000,"STRUCT-BIND"
1,"403",50,0,1,NA,NA,1000,"STRUCT-BIND"
1,"404",200,0,1,NA,NA,1000,"STRUCT-BIND"
0.97,"405",2,0.5,1,36.9379166690102,38.3370662788631,1000,"STRUCT-BIND"
0.965,"406",10,0.5,1,33.8454570362976,22.0563464475383,1000,"STRUCT-BIND"
0.978,"407",50,0.5,1,36.7063388497233,26.367584726204,1000,"STRUCT-BIND"
0.979,"408",200,0.5,1,31.9858752292687,19.6486307128221,1000,"STRUCT-BIND"
0.847,"409",2,0.7,1,73.9883205065722,63.5651719304111,1000,"STRUCT-BIND"
0.893,"410",10,0.7,1,73.2514485005449,60.4659226179814,1000,"STRUCT-BIND"
0.931,"411",50,0.7,1,70.8323322427623,58.0501496831477,1000,"STRUCT-BIND"
0.926,"412",200,0.7,1,63.1650866859878,58.5229429174857,1000,"STRUCT-BIND"
0.391,"413",2,0.9,1,224.411656217547,221.665134618505,1000,"STRUCT-BIND"
0.668,"414",10,0.9,1,128.221100515818,114.115476024085,1000,"STRUCT-BIND"
0.76,"415",50,0.9,1,104.243782034011,84.1074909750274,1000,"STRUCT-BIND"
0.77,"416",200,0.9,1,102.46248968313,83.605569982637,1000,"STRUCT-BIND"
0.064,"417",2,1,1,236.160135355789,235.078507825314,1000,"STRUCT-BIND"
0.485,"418",10,1,1,147.037857238288,132.801660086097,1000,"STRUCT-BIND"
0.665,"419",50,1,1,101.174446589745,83.15006011536,1000,"STRUCT-BIND"
0.67,"420",200,1,1,98.9332145598536,72.9699894068478,1000,"STRUCT-BIND"
0.01,"421",2,1.1,1,183.633782112366,183.235908491713,1000,"STRUCT-BIND"
0.373,"422",10,1.1,1,140.379317446191,137.426541488028,1000,"STRUCT-BIND"
0.585,"423",50,1.1,1,98.0941049349487,68.7238818888434,1000,"STRUCT-BIND"
0.628,"424",200,1.1,1,89.9484770362276,60.1478358660942,1000,"STRUCT-BIND"
0.003,"425",2,1.2,1,140.046104057628,144.387771216948,1000,"STRUCT-BIND"
0.272,"426",10,1.2,1,144.193309859333,149.018080413713,1000,"STRUCT-BIND"
0.53,"427",50,1.2,1,91.319172166533,72.8320942455056,1000,"STRUCT-BIND"
0.612,"428",200,1.2,1,78.73186980643,53.5262862309374,1000,"STRUCT-BIND"
0,"429",2,1.3,1,112.070392146516,107.735454576323,1000,"STRUCT-BIND"
0.203,"430",10,1.3,1,133.762882080348,153.759480117425,1000,"STRUCT-BIND"
0.493,"431",50,1.3,1,90.588127393839,85.6863847764301,1000,"STRUCT-BIND"
0.537,"432",200,1.3,1,72.8014609229561,49.4111576497298,1000,"STRUCT-BIND"
0,"433",2,1.4,1,94.1441623327937,86.5365691536859,1000,"STRUCT-BIND"
0.145,"434",10,1.4,1,134.244662066789,161.530600617881,1000,"STRUCT-BIND"
0.481,"435",50,1.4,1,76.6975710882973,63.300666249377,1000,"STRUCT-BIND"
0.541,"436",200,1.4,1,69.5230185581103,54.2538205615809,1000,"STRUCT-BIND"
0,"437",2,1.5,1,84.9147055527919,71.2241313199593,1000,"STRUCT-BIND"
0.126,"438",10,1.5,1,133.197569089762,177.387009128043,1000,"STRUCT-BIND"
0.425,"439",50,1.5,1,80.5027294492164,82.1552723097783,1000,"STRUCT-BIND"
0.534,"440",200,1.5,1,63.3223342958248,46.9611605902425,1000,"STRUCT-BIND"
0,"441",2,1.75,1,65.9957146714336,49.6825069952173,1000,"STRUCT-BIND"
0.057,"442",10,1.75,1,122.986883871511,171.565959607831,1000,"STRUCT-BIND"
0.4,"443",50,1.75,1,77.7795654653886,96.7576160167579,1000,"STRUCT-BIND"
0.5,"444",200,1.75,1,58.0430624537407,56.0589554090028,1000,"STRUCT-BIND"
0,"445",2,2,1,56.3036437994992,45.7651609899651,1000,"STRUCT-BIND"
0.043,"446",10,2,1,106.004754622234,154.912705873812,1000,"STRUCT-BIND"
0.327,"447",50,2,1,88.146275932794,115.364670694028,1000,"STRUCT-BIND"
0.494,"448",200,2,1,51.7982546486108,49.9445490779467,1000,"STRUCT-BIND"
0,"449",2,2.25,1,49.9678222479186,39.9895999984978,1000,"STRUCT-BIND"
0.026,"450",10,2.25,1,93.7843048943344,142.613369670973,1000,"STRUCT-BIND"
0.304,"451",50,2.25,1,73.3131958349119,107.236580144507,1000,"STRUCT-BIND"
0.446,"452",200,2.25,1,52.3984300488267,69.3128133906408,1000,"STRUCT-BIND"
0,"453",2,2.5,1,42.0968948969745,28.0171621463739,1000,"STRUCT-BIND"
0.027,"454",10,2.5,1,88.7273991296757,143.756877823583,1000,"STRUCT-BIND"
0.263,"455",50,2.5,1,92.0685550112509,149.469173065011,1000,"STRUCT-BIND"
0.447,"456",200,2.5,1,49.1275018917975,60.7672865733992,1000,"STRUCT-BIND"
0,"457",2,2.75,1,39.3278830211917,27.2076424712998,1000,"STRUCT-BIND"
0.012,"458",10,2.75,1,76.9632467132336,115.662289571878,1000,"STRUCT-BIND"
0.229,"459",50,2.75,1,82.9388800315077,144.483456965238,1000,"STRUCT-BIND"
0.46,"460",200,2.75,1,49.7276639376581,70.7653480624025,1000,"STRUCT-BIND"
0,"461",2,3,1,36.391798724267,23.0291656548827,1000,"STRUCT-BIND"
0.003,"462",10,3,1,70.6331482009014,118.032186775587,1000,"STRUCT-BIND"
0.245,"463",50,3,1,88.1180050636207,156.85097560984,1000,"STRUCT-BIND"
0.406,"464",200,3,1,54.5867069267576,101.687855481101,1000,"STRUCT-BIND"
0,"465",2,3.5,1,31.4017027295959,19.9381506901305,1000,"STRUCT-BIND"
0.006,"466",10,3.5,1,61.6897756462608,107.513748599864,1000,"STRUCT-BIND"
0.196,"467",50,3.5,1,88.8974976803086,151.780786122956,1000,"STRUCT-BIND"
0.356,"468",200,3.5,1,50.3913437831922,90.6622582352164,1000,"STRUCT-BIND"
0,"469",2,4,1,27.7258890672051,15.5795305049466,1000,"STRUCT-BIND"
0.005,"470",10,4,1,55.3129337411327,99.5765043497826,1000,"STRUCT-BIND"
0.137,"471",50,4,1,86.1250806552134,159.594858346667,1000,"STRUCT-BIND"
0.36,"472",200,4,1,48.8961394235158,93.8933120418171,1000,"STRUCT-BIND"
0,"473",2,4.5,1,25.3754290664403,15.4627921142902,1000,"STRUCT-BIND"
0,"474",10,4.5,1,41.2864504070597,59.5873317052337,1000,"STRUCT-BIND"
0.141,"475",50,4.5,1,97.2826487322471,170.685465248129,1000,"STRUCT-BIND"
0.376,"476",200,4.5,1,62.0961388144843,132.029341603396,1000,"STRUCT-BIND"
0,"477",2,5,1,23.8313621168529,12.6484050860761,1000,"STRUCT-BIND"
0.002,"478",10,5,1,39.7679436800398,63.250576770927,1000,"STRUCT-BIND"
0.111,"479",50,5,1,81.0543353720888,153.969575786192,1000,"STRUCT-BIND"
0.333,"480",200,5,1,61.8433493146452,127.080263379998,1000,"STRUCT-BIND"
0,"481",2,6,0.5,18.666699589871,9.26546269519723,1000,"STRUCT-BIND"
0,"482",10,6,0.5,20.0324814415602,12.1331773605319,1000,"STRUCT-BIND"
0,"483",50,6,0.5,30.6290620905385,36.3589543589581,1000,"STRUCT-BIND"
0.047,"484",200,6,0.5,39.6374690569384,56.5442930671847,1000,"STRUCT-BIND"
0,"485",2,7,0.5,17.2794281070136,8.1835149617419,1000,"STRUCT-BIND"
0,"486",10,7,0.5,18.6837360897855,11.6009733027574,1000,"STRUCT-BIND"
0,"487",50,7,0.5,25.0264464981505,26.6228583455215,1000,"STRUCT-BIND"
0.042,"488",200,7,0.5,36.183452348682,58.2598969208304,1000,"STRUCT-BIND"
0,"489",2,8,0.5,15.8656719884819,7.60100390497861,1000,"STRUCT-BIND"
0,"490",10,8,0.5,17.4178826741382,9.22852391795898,1000,"STRUCT-BIND"
0,"491",50,8,0.5,22.727071564261,20.6718091052069,1000,"STRUCT-BIND"
0.019,"492",200,8,0.5,41.328087188666,91.7420735573524,1000,"STRUCT-BIND"
0,"493",2,9,0.5,15.2213542996368,7.05675623980439,1000,"STRUCT-BIND"
0,"494",10,9,0.5,15.979003942296,8.91745477098507,1000,"STRUCT-BIND"
0,"495",50,9,0.5,22.415456207337,25.0678887441932,1000,"STRUCT-BIND"
0.018,"496",200,9,0.5,42.9711982161332,93.2637158585085,1000,"STRUCT-BIND"
0,"497",2,10,0.5,14.5031060882484,7.05211732697713,1000,"STRUCT-BIND"
0,"498",10,10,0.5,15.2394884602361,8.67175929797337,1000,"STRUCT-BIND"
0,"499",50,10,0.5,22.1636758104943,23.6986473212262,1000,"STRUCT-BIND"
0.006,"500",200,10,0.5,43.1586343808571,93.5919802115545,1000,"STRUCT-BIND"
0,"501",2,12,0.5,13.1250802031598,6.07155127800454,1000,"STRUCT-BIND"
0,"502",10,12,0.5,13.6281349643998,6.90189639077796,1000,"STRUCT-BIND"
0,"503",50,12,0.5,17.8876632021855,15.5006899964302,1000,"STRUCT-BIND"
0,"504",200,12,0.5,33.2353720866966,68.4196029742487,1000,"STRUCT-BIND"
0,"505",2,14,0.5,12.3792828861172,6.17072346682095,1000,"STRUCT-BIND"
0,"506",10,14,0.5,12.7215948156203,6.99754533074015,1000,"STRUCT-BIND"
0,"507",50,14,0.5,16.5739413152232,15.0303955347043,1000,"STRUCT-BIND"
0,"508",200,14,0.5,29.6343688383878,61.133699584259,1000,"STRUCT-BIND"
0,"509",2,16,0.5,11.4702162569953,5.79886193409339,1000,"STRUCT-BIND"
0,"510",10,16,0.5,12.2036577526287,6.62215262168842,1000,"STRUCT-BIND"
0,"511",50,16,0.5,15.7194282568026,14.3838447411185,1000,"STRUCT-BIND"
0,"512",200,16,0.5,25.6278043242539,45.999594655806,1000,"STRUCT-BIND"
0,"513",2,18,0.5,10.8334269548969,5.39578731625454,1000,"STRUCT-BIND"
0,"514",10,18,0.5,11.7393100433431,6.25149565419013,1000,"STRUCT-BIND"
0,"515",50,18,0.5,14.6428735001298,12.2793426088746,1000,"STRUCT-BIND"
0,"516",200,18,0.5,23.5021922104486,36.6667639802693,1000,"STRUCT-BIND"
0,"517",2,20,0.5,10.8011060576095,5.32530637273939,1000,"STRUCT-BIND"
0,"518",10,20,0.5,11.4099473180625,5.92515211027804,1000,"STRUCT-BIND"
0,"519",50,20,0.5,13.7460654496816,10.9194048400096,1000,"STRUCT-BIND"
0,"520",200,20,0.5,20.0261637340499,26.63749790909,1000,"STRUCT-BIND"
0,"521",2,6,0.6,18.8852230394824,9.2454196611261,1000,"STRUCT-BIND"
0,"522",10,6,0.6,20.969087075027,12.0361041757962,1000,"STRUCT-BIND"
0,"523",50,6,0.6,32.5911224832883,36.3115962767037,1000,"STRUCT-BIND"
0.071,"524",200,6,0.6,46.8864174175754,72.2812164274249,1000,"STRUCT-BIND"
0,"525",2,7,0.6,17.6651724552771,8.57596462218146,1000,"STRUCT-BIND"
0,"526",10,7,0.6,19.3543218912222,12.6059523702183,1000,"STRUCT-BIND"
0,"527",50,7,0.6,29.3215382549063,33.8947012258386,1000,"STRUCT-BIND"
0.053,"528",200,7,0.6,50.5418602424961,84.6146228452508,1000,"STRUCT-BIND"
0,"529",2,8,0.6,16.3388842099685,8.16551620540324,1000,"STRUCT-BIND"
0,"530",10,8,0.6,18.0932940982616,10.52229834841,1000,"STRUCT-BIND"
0,"531",50,8,0.6,25.5316918101093,29.2681694835501,1000,"STRUCT-BIND"
0.034,"532",200,8,0.6,52.3749029110801,103.896403879619,1000,"STRUCT-BIND"
0,"533",2,9,0.6,15.5453165359658,7.56138936013565,1000,"STRUCT-BIND"
0,"534",10,9,0.6,16.9530674413785,10.2745758993644,1000,"STRUCT-BIND"
0,"535",50,9,0.6,23.3343051544641,25.4465801312107,1000,"STRUCT-BIND"
0.016,"536",200,9,0.6,49.6715658926432,101.781072773144,1000,"STRUCT-BIND"
0,"537",2,10,0.6,14.2374752532242,6.70813242424969,1000,"STRUCT-BIND"
0,"538",10,10,0.6,15.3888547242111,8.19200177768509,1000,"STRUCT-BIND"
0,"539",50,10,0.6,22.7432254355379,24.2724849898108,1000,"STRUCT-BIND"
0.007,"540",200,10,0.6,49.1126911157357,105.87047681527,1000,"STRUCT-BIND"
0,"541",2,12,0.6,13.2628089335057,6.84521411965784,1000,"STRUCT-BIND"
0,"542",10,12,0.6,13.9449207415336,7.47709284056893,1000,"STRUCT-BIND"
0,"543",50,12,0.6,19.1807495326666,17.7919138069533,1000,"STRUCT-BIND"
0,"544",200,12,0.6,36.7790628800259,61.6758579988978,1000,"STRUCT-BIND"
0,"545",2,14,0.6,12.7037772256426,5.86808353072547,1000,"STRUCT-BIND"
0,"546",10,14,0.6,13.26306369213,7.1377547977496,1000,"STRUCT-BIND"
0,"547",50,14,0.6,18.5046083198392,19.2981458648529,1000,"STRUCT-BIND"
0,"548",200,14,0.6,33.6043880834317,64.1093045895997,1000,"STRUCT-BIND"
0,"549",2,16,0.6,11.6391473448375,5.95267570822707,1000,"STRUCT-BIND"
0,"550",10,16,0.6,12.0860673228824,6.22046259462421,1000,"STRUCT-BIND"
0,"551",50,16,0.6,15.1503155775691,12.20734900184,1000,"STRUCT-BIND"
0,"552",200,16,0.6,30.2789008779312,47.0053693497926,1000,"STRUCT-BIND"
0,"553",2,18,0.6,11.4580460977628,5.80054953160706,1000,"STRUCT-BIND"
0,"554",10,18,0.6,11.6279040737164,6.31898309125481,1000,"STRUCT-BIND"
0,"555",50,18,0.6,15.2726725803768,13.8692551198896,1000,"STRUCT-BIND"
0,"556",200,18,0.6,27.5746080859602,43.5542840866631,1000,"STRUCT-BIND"
0,"557",2,20,0.6,10.8682276482073,5.52700224968601,1000,"STRUCT-BIND"
0,"558",10,20,0.6,11.2518166745283,6.17721612198764,1000,"STRUCT-BIND"
0,"559",50,20,0.6,14.6414545279313,12.7618577220843,1000,"STRUCT-BIND"
0,"560",200,20,0.6,26.237577565381,41.7259931863071,1000,"STRUCT-BIND"
0,"561",2,6,0.7,19.5521587074225,9.78658193019492,1000,"STRUCT-BIND"
0,"562",10,6,0.7,22.7887064623491,14.3758345408872,1000,"STRUCT-BIND"
0,"563",50,6,0.7,38.6098631798636,52.2624340659552,1000,"STRUCT-BIND"
0.105,"564",200,6,0.7,53.5389221470499,76.1568603130247,1000,"STRUCT-BIND"
0,"565",2,7,0.7,17.7406888347732,9.17645300697984,1000,"STRUCT-BIND"
0,"566",10,7,0.7,20.1542829963381,13.2877255280454,1000,"STRUCT-BIND"
0,"567",50,7,0.7,31.1059101913014,37.2065782915681,1000,"STRUCT-BIND"
0.065,"568",200,7,0.7,56.7294602334017,94.7840336446398,1000,"STRUCT-BIND"
0,"569",2,8,0.7,16.1709272146095,8.05785872840994,1000,"STRUCT-BIND"
0,"570",10,8,0.7,18.4921314045745,11.5758573029818,1000,"STRUCT-BIND"
0,"571",50,8,0.7,29.9721517235914,31.27390194521,1000,"STRUCT-BIND"
0.036,"572",200,8,0.7,51.1413499015944,83.5768222921233,1000,"STRUCT-BIND"
0,"573",2,9,0.7,14.8747594865805,6.86578043510099,1000,"STRUCT-BIND"
0,"574",10,9,0.7,17.371787552367,10.7146189268316,1000,"STRUCT-BIND"
0,"575",50,9,0.7,27.2709003182247,28.5766522714216,1000,"STRUCT-BIND"
0.03,"576",200,9,0.7,61.7677020861441,114.09384861032,1000,"STRUCT-BIND"
0,"577",2,10,0.7,14.7577411912831,6.69676845244652,1000,"STRUCT-BIND"
0,"578",10,10,0.7,16.2814989412282,9.64343075202623,1000,"STRUCT-BIND"
0,"579",50,10,0.7,26.2336918539886,30.2616101664953,1000,"STRUCT-BIND"
0.017,"580",200,10,0.7,64.5687537782588,129.188786501543,1000,"STRUCT-BIND"
0,"581",2,12,0.7,13.2733329660407,6.52315954787661,1000,"STRUCT-BIND"
0,"582",10,12,0.7,14.5214525005168,8.69814981446123,1000,"STRUCT-BIND"
0,"583",50,12,0.7,22.4861090953839,26.813717917078,1000,"STRUCT-BIND"
0.002,"584",200,12,0.7,55.0969518976498,109.01356885245,1000,"STRUCT-BIND"
0,"585",2,14,0.7,12.189431340219,6.13248692278063,1000,"STRUCT-BIND"
0,"586",10,14,0.7,13.8231176134673,8.10241732023508,1000,"STRUCT-BIND"
0,"587",50,14,0.7,19.5324286024365,19.566811316993,1000,"STRUCT-BIND"
0.001,"588",200,14,0.7,48.5088582184603,88.881309334855,1000,"STRUCT-BIND"
0,"589",2,16,0.7,11.7334984425263,5.84555781593366,1000,"STRUCT-BIND"
0,"590",10,16,0.7,12.9095232638495,7.20551919977473,1000,"STRUCT-BIND"
0,"591",50,16,0.7,17.8100872348522,19.3114954738752,1000,"STRUCT-BIND"
0,"592",200,16,0.7,37.6629974272586,63.2162489863332,1000,"STRUCT-BIND"
0,"593",2,18,0.7,11.5609649887635,6.06158316335833,1000,"STRUCT-BIND"
0,"594",10,18,0.7,12.4236112615464,6.95337409210278,1000,"STRUCT-BIND"
0,"595",50,18,0.7,16.6472752950839,17.058215772198,1000,"STRUCT-BIND"
0,"596",200,18,0.7,35.65157137323,61.6009751285225,1000,"STRUCT-BIND"
0,"597",2,20,0.7,10.9633615878008,5.51850144947518,1000,"STRUCT-BIND"
0,"598",10,20,0.7,12.1922490723786,6.71076508626843,1000,"STRUCT-BIND"
0,"599",50,20,0.7,15.4962368804247,13.4010158494471,1000,"STRUCT-BIND"
0,"600",200,20,0.7,32.8687046784475,50.3076432609461,1000,"STRUCT-BIND"
0,"601",2,6,0.8,20.0975200362628,10.3571514656593,1000,"STRUCT-BIND"
0,"602",10,6,0.8,24.2618718204015,15.8588756478638,1000,"STRUCT-BIND"
0,"603",50,6,0.8,46.7574222919601,61.2065966496851,1000,"STRUCT-BIND"
0.152,"604",200,6,0.8,65.6482602996261,103.779278982294,1000,"STRUCT-BIND"
0,"605",2,7,0.8,17.5845797198774,9.27907713999882,1000,"STRUCT-BIND"
0,"606",10,7,0.8,21.7975790234834,16.137304999955,1000,"STRUCT-BIND"
0,"607",50,7,0.8,43.5474052607391,58.7721970478859,1000,"STRUCT-BIND"
0.12,"608",200,7,0.8,78.4298921945202,144.496657133456,1000,"STRUCT-BIND"
0,"609",2,8,0.8,16.7184144242626,8.51560558528999,1000,"STRUCT-BIND"
0,"610",10,8,0.8,20.1615865373028,13.3911993504959,1000,"STRUCT-BIND"
0,"611",50,8,0.8,38.6159884662216,48.4774412840697,1000,"STRUCT-BIND"
0.081,"612",200,8,0.8,78.0064120218809,137.776627617395,1000,"STRUCT-BIND"
0,"613",2,9,0.8,15.242440444866,7.72939554338728,1000,"STRUCT-BIND"
0,"614",10,9,0.8,18.2875483049053,12.0230843704557,1000,"STRUCT-BIND"
0,"615",50,9,0.8,33.8798416866671,46.3326101130828,1000,"STRUCT-BIND"
0.043,"616",200,9,0.8,74.9856216942845,128.506625088461,1000,"STRUCT-BIND"
0,"617",2,10,0.8,14.7564059684803,7.19112488536677,1000,"STRUCT-BIND"
0,"618",10,10,0.8,17.3408077798773,10.6904988892658,1000,"STRUCT-BIND"
0,"619",50,10,0.8,30.9094693131364,38.4199033159043,1000,"STRUCT-BIND"
0.028,"620",200,10,0.8,81.5166654793405,149.159374316086,1000,"STRUCT-BIND"
0,"621",2,12,0.8,13.4317911380639,6.55968191527174,1000,"STRUCT-BIND"
0,"622",10,12,0.8,15.9338055990811,10.1869621731369,1000,"STRUCT-BIND"
0,"623",50,12,0.8,27.5711996882089,35.154437806836,1000,"STRUCT-BIND"
0.01,"624",200,12,0.8,76.8862986698352,147.130016067218,1000,"STRUCT-BIND"
0,"625",2,14,0.8,12.997541422614,6.22887821285211,1000,"STRUCT-BIND"
0,"626",10,14,0.8,14.235705865319,8.06383737702418,1000,"STRUCT-BIND"
0,"627",50,14,0.8,23.7062891100757,29.1722073882428,1000,"STRUCT-BIND"
0.004,"628",200,14,0.8,68.1710281943597,130.316356478764,1000,"STRUCT-BIND"
0,"629",2,16,0.8,11.7679943871732,5.40311187784212,1000,"STRUCT-BIND"
0,"630",10,16,0.8,14.1657980835815,8.68847675893923,1000,"STRUCT-BIND"
0,"631",50,16,0.8,22.0257376458388,24.7929264117815,1000,"STRUCT-BIND"
0,"632",200,16,0.8,60.1739354732833,112.512829536665,1000,"STRUCT-BIND"
0,"633",2,18,0.8,11.2677080623907,5.39372764440909,1000,"STRUCT-BIND"
0,"634",10,18,0.8,12.6020964316699,6.9680596054534,1000,"STRUCT-BIND"
0,"635",50,18,0.8,20.2657614321378,22.9305928510127,1000,"STRUCT-BIND"
0,"636",200,18,0.8,46.972637533968,84.010715063486,1000,"STRUCT-BIND"
0,"637",2,20,0.8,10.6523881577106,5.23338168794421,1000,"STRUCT-BIND"
0,"638",10,20,0.8,12.4291286559473,6.83398248062696,1000,"STRUCT-BIND"
0,"639",50,20,0.8,17.9012691940174,19.5957312966032,1000,"STRUCT-BIND"
0,"640",200,20,0.8,46.4610781768189,80.2345171969883,1000,"STRUCT-BIND"
0,"641",2,6,0.9,20.9863021200543,10.5367821037648,1000,"STRUCT-BIND"
0,"642",10,6,0.9,28.1192104198561,25.452678258886,1000,"STRUCT-BIND"
0.001,"643",50,6,0.9,75.7768033412009,127.299155166965,1000,"STRUCT-BIND"
0.238,"644",200,6,0.9,74.769718978877,135.703604728121,1000,"STRUCT-BIND"
0,"645",2,7,0.9,18.2873161292209,9.98221769950986,1000,"STRUCT-BIND"
0,"646",10,7,0.9,23.9170661861963,18.4519890083627,1000,"STRUCT-BIND"
0,"647",50,7,0.9,68.3192418449539,124.538395408692,1000,"STRUCT-BIND"
0.18,"648",200,7,0.9,80.0092777540696,137.661235314052,1000,"STRUCT-BIND"
0,"649",2,8,0.9,17.1315907154074,8.73449060489347,1000,"STRUCT-BIND"
0,"650",10,8,0.9,20.7099684815317,13.6001484580972,1000,"STRUCT-BIND"
0,"651",50,8,0.9,51.6359572062074,86.2700494868774,1000,"STRUCT-BIND"
0.134,"652",200,8,0.9,92.584962799005,165.024191437939,1000,"STRUCT-BIND"
0,"653",2,9,0.9,15.6055729290246,7.84785144448975,1000,"STRUCT-BIND"
0,"654",10,9,0.9,21.0210338378919,15.7547420408953,1000,"STRUCT-BIND"
0,"655",50,9,0.9,49.2212773313789,79.6778068357451,1000,"STRUCT-BIND"
0.109,"656",200,9,0.9,98.5739957599433,179.433074732389,1000,"STRUCT-BIND"
0,"657",2,10,0.9,14.9265996759245,7.25473315692112,1000,"STRUCT-BIND"
0,"658",10,10,0.9,19.2570185078463,13.2262589846391,1000,"STRUCT-BIND"
0,"659",50,10,0.9,39.3041180981655,56.6238336562893,1000,"STRUCT-BIND"
0.082,"660",200,10,0.9,92.3503959254134,164.454431805418,1000,"STRUCT-BIND"
0,"661",2,12,0.9,13.8658200839927,6.93094804801072,1000,"STRUCT-BIND"
0,"662",10,12,0.9,16.9578142427507,11.7571447065747,1000,"STRUCT-BIND"
0,"663",50,12,0.9,35.4398413127532,50.7656282070375,1000,"STRUCT-BIND"
0.04,"664",200,12,0.9,108.369048372729,198.111184823146,1000,"STRUCT-BIND"
0,"665",2,14,0.9,12.1765676721351,5.75361105838574,1000,"STRUCT-BIND"
0,"666",10,14,0.9,15.3661199874473,9.19265977718749,1000,"STRUCT-BIND"
0,"667",50,14,0.9,28.9154805891661,40.8187052756141,1000,"STRUCT-BIND"
0.018,"668",200,14,0.9,97.01815970492,179.360455467363,1000,"STRUCT-BIND"
0,"669",2,16,0.9,11.9587271353525,5.66942254786401,1000,"STRUCT-BIND"
0,"670",10,16,0.9,14.5469862276535,9.18536638653405,1000,"STRUCT-BIND"
0,"671",50,16,0.9,28.8275743014919,43.8938483165194,1000,"STRUCT-BIND"
0.01,"672",200,16,0.9,80.8134421971057,152.394770707832,1000,"STRUCT-BIND"
0,"673",2,18,0.9,11.4967354466916,5.65843260801386,1000,"STRUCT-BIND"
0,"674",10,18,0.9,13.4913691844342,9.10945339424259,1000,"STRUCT-BIND"
0,"675",50,18,0.9,24.9584696566288,31.9854117032209,1000,"STRUCT-BIND"
0.005,"676",200,18,0.9,78.3391845876042,146.424844783114,1000,"STRUCT-BIND"
0,"677",2,20,0.9,11.1443117153953,5.76407985442662,1000,"STRUCT-BIND"
0,"678",10,20,0.9,12.9736425804589,8.23349346394368,1000,"STRUCT-BIND"
0,"679",50,20,0.9,24.518304617385,33.1042839546781,1000,"STRUCT-BIND"
0,"680",200,20,0.9,66.9221157858645,128.161020632102,1000,"STRUCT-BIND"
0,"681",2,6,1,20.5879031226146,11.4106964663848,1000,"STRUCT-BIND"
0,"682",10,6,1,32.8325936915487,48.858298054445,1000,"STRUCT-BIND"
0.076,"683",50,6,1,91.2347566813594,178.471168248065,1000,"STRUCT-BIND"
0.311,"684",200,6,1,63.447013864476,134.950965970184,1000,"STRUCT-BIND"
0,"685",2,7,1,18.9301392288896,9.91878992106742,1000,"STRUCT-BIND"
0,"686",10,7,1,29.4334382696639,36.3355549890035,1000,"STRUCT-BIND"
0.047,"687",50,7,1,84.3789529319171,168.288846481261,1000,"STRUCT-BIND"
0.31,"688",200,7,1,67.1289411202185,142.172278934505,1000,"STRUCT-BIND"
0,"689",2,8,1,17.3766016696174,8.92517474387234,1000,"STRUCT-BIND"
0,"690",10,8,1,25.1561168879965,25.2113538683757,1000,"STRUCT-BIND"
0.052,"691",50,8,1,66.3456947708385,126.104851808677,1000,"STRUCT-BIND"
0.251,"692",200,8,1,60.0956421339137,126.82786464068,1000,"STRUCT-BIND"
0,"693",2,9,1,16.5188589367089,8.43903074659253,1000,"STRUCT-BIND"
