"sample.time","num.cells","param.index","mutant.effect","drug.outsideConcentration.MULT","efflux.binom.param","cell.type"
110,552410,"463",50,1,1,"REG-ON"
120,814011,"463",50,1,1,"REG-ON"
130,817292,"463",50,1,1,"REG-ON"
140,860217,"463",50,1,1,"REG-ON"
150,1191758,"463",50,1,1,"REG-ON"
160,1054746,"463",50,1,1,"REG-ON"
170,1646600,"463",50,1,1,"REG-ON"
180,1476577,"463",50,1,1,"REG-ON"
0,50000,"464",200,1,1,"REG-ON"
10,49970,"464",200,1,1,"REG-ON"
20,49870,"464",200,1,1,"REG-ON"
30,98799,"464",200,1,1,"REG-ON"
40,96442,"464",200,1,1,"REG-ON"
50,178576,"464",200,1,1,"REG-ON"
60,172771,"464",200,1,1,"REG-ON"
70,206623,"464",200,1,1,"REG-ON"
80,290037,"464",200,1,1,"REG-ON"
90,267661,"464",200,1,1,"REG-ON"
100,463460,"464",200,1,1,"REG-ON"
110,417168,"464",200,1,1,"REG-ON"
120,631292,"464",200,1,1,"REG-ON"
130,650071,"464",200,1,1,"REG-ON"
140,701683,"464",200,1,1,"REG-ON"
150,1002061,"464",200,1,1,"REG-ON"
160,910218,"464",200,1,1,"REG-ON"
170,1466218,"464",200,1,1,"REG-ON"
180,1351431,"464",200,1,1,"REG-ON"
0,100000,"465",2,1.25892541179417,1,"REG-ON"
10,99202,"465",2,1.25892541179417,1,"REG-ON"
20,93959,"465",2,1.25892541179417,1,"REG-ON"
30,165316,"465",2,1.25892541179417,1,"REG-ON"
40,137245,"465",2,1.25892541179417,1,"REG-ON"
50,204756,"465",2,1.25892541179417,1,"REG-ON"
60,159277,"465",2,1.25892541179417,1,"REG-ON"
70,148780,"465",2,1.25892541179417,1,"REG-ON"
80,159968,"465",2,1.25892541179417,1,"REG-ON"
90,113774,"465",2,1.25892541179417,1,"REG-ON"
100,146943,"465",2,1.25892541179417,1,"REG-ON"
110,101700,"465",2,1.25892541179417,1,"REG-ON"
120,114474,"465",2,1.25892541179417,1,"REG-ON"
130,90266,"465",2,1.25892541179417,1,"REG-ON"
140,73840,"465",2,1.25892541179417,1,"REG-ON"
150,79278,"465",2,1.25892541179417,1,"REG-ON"
160,55050,"465",2,1.25892541179417,1,"REG-ON"
170,65729,"465",2,1.25892541179417,1,"REG-ON"
180,46328,"465",2,1.25892541179417,1,"REG-ON"
0,100000,"466",10,1.25892541179417,1,"REG-ON"
10,99575,"466",10,1.25892541179417,1,"REG-ON"
20,96946,"466",10,1.25892541179417,1,"REG-ON"
30,181775,"466",10,1.25892541179417,1,"REG-ON"
40,163755,"466",10,1.25892541179417,1,"REG-ON"
50,271975,"466",10,1.25892541179417,1,"REG-ON"
60,234312,"466",10,1.25892541179417,1,"REG-ON"
70,243910,"466",10,1.25892541179417,1,"REG-ON"
80,294702,"466",10,1.25892541179417,1,"REG-ON"
90,233972,"466",10,1.25892541179417,1,"REG-ON"
100,342098,"466",10,1.25892541179417,1,"REG-ON"
110,263404,"466",10,1.25892541179417,1,"REG-ON"
120,334834,"466",10,1.25892541179417,1,"REG-ON"
130,294481,"466",10,1.25892541179417,1,"REG-ON"
140,268302,"466",10,1.25892541179417,1,"REG-ON"
150,323031,"466",10,1.25892541179417,1,"REG-ON"
160,249691,"466",10,1.25892541179417,1,"REG-ON"
170,335073,"466",10,1.25892541179417,1,"REG-ON"
180,262060,"466",10,1.25892541179417,1,"REG-ON"
0,100000,"467",50,1.25892541179417,1,"REG-ON"
10,99837,"467",50,1.25892541179417,1,"REG-ON"
20,98986,"467",50,1.25892541179417,1,"REG-ON"
30,193679,"467",50,1.25892541179417,1,"REG-ON"
40,184132,"467",50,1.25892541179417,1,"REG-ON"
50,326759,"467",50,1.25892541179417,1,"REG-ON"
60,301887,"467",50,1.25892541179417,1,"REG-ON"
70,339776,"467",50,1.25892541179417,1,"REG-ON"
80,446750,"467",50,1.25892541179417,1,"REG-ON"
90,384423,"467",50,1.25892541179417,1,"REG-ON"
100,615727,"467",50,1.25892541179417,1,"REG-ON"
110,514626,"467",50,1.25892541179417,1,"REG-ON"
120,715920,"467",50,1.25892541179417,1,"REG-ON"
130,684681,"467",50,1.25892541179417,1,"REG-ON"
140,679169,"467",50,1.25892541179417,1,"REG-ON"
150,893460,"467",50,1.25892541179417,1,"REG-ON"
160,748841,"467",50,1.25892541179417,1,"REG-ON"
170,1103482,"467",50,1.25892541179417,1,"REG-ON"
180,936744,"467",50,1.25892541179417,1,"REG-ON"
0,89000,"468",200,1.25892541179417,1,"REG-ON"
10,88911,"468",200,1.25892541179417,1,"REG-ON"
20,88572,"468",200,1.25892541179417,1,"REG-ON"
30,174744,"468",200,1.25892541179417,1,"REG-ON"
40,168218,"468",200,1.25892541179417,1,"REG-ON"
50,304352,"468",200,1.25892541179417,1,"REG-ON"
60,286032,"468",200,1.25892541179417,1,"REG-ON"
70,329969,"468",200,1.25892541179417,1,"REG-ON"
80,445578,"468",200,1.25892541179417,1,"REG-ON"
90,394320,"468",200,1.25892541179417,1,"REG-ON"
100,652361,"468",200,1.25892541179417,1,"REG-ON"
110,562195,"468",200,1.25892541179417,1,"REG-ON"
120,810325,"468",200,1.25892541179417,1,"REG-ON"
130,798386,"468",200,1.25892541179417,1,"REG-ON"
140,819275,"468",200,1.25892541179417,1,"REG-ON"
150,1115622,"468",200,1.25892541179417,1,"REG-ON"
160,967136,"468",200,1.25892541179417,1,"REG-ON"
170,1479704,"468",200,1.25892541179417,1,"REG-ON"
180,1299629,"468",200,1.25892541179417,1,"REG-ON"
0,100000,"469",2,1.58489319246111,1,"REG-ON"
10,98935,"469",2,1.58489319246111,1,"REG-ON"
20,90970,"469",2,1.58489319246111,1,"REG-ON"
30,150294,"469",2,1.58489319246111,1,"REG-ON"
40,114259,"469",2,1.58489319246111,1,"REG-ON"
50,151337,"469",2,1.58489319246111,1,"REG-ON"
60,104581,"469",2,1.58489319246111,1,"REG-ON"
70,85207,"469",2,1.58489319246111,1,"REG-ON"
80,79978,"469",2,1.58489319246111,1,"REG-ON"
90,49956,"469",2,1.58489319246111,1,"REG-ON"
100,56066,"469",2,1.58489319246111,1,"REG-ON"
110,34539,"469",2,1.58489319246111,1,"REG-ON"
120,33966,"469",2,1.58489319246111,1,"REG-ON"
130,23971,"469",2,1.58489319246111,1,"REG-ON"
140,17318,"469",2,1.58489319246111,1,"REG-ON"
150,16649,"469",2,1.58489319246111,1,"REG-ON"
160,10698,"469",2,1.58489319246111,1,"REG-ON"
170,11590,"469",2,1.58489319246111,1,"REG-ON"
180,7427,"469",2,1.58489319246111,1,"REG-ON"
0,100000,"470",10,1.58489319246111,1,"REG-ON"
10,99349,"470",10,1.58489319246111,1,"REG-ON"
20,95436,"470",10,1.58489319246111,1,"REG-ON"
30,173468,"470",10,1.58489319246111,1,"REG-ON"
40,148451,"470",10,1.58489319246111,1,"REG-ON"
50,229474,"470",10,1.58489319246111,1,"REG-ON"
60,183308,"470",10,1.58489319246111,1,"REG-ON"
70,174677,"470",10,1.58489319246111,1,"REG-ON"
80,194082,"470",10,1.58489319246111,1,"REG-ON"
90,141808,"470",10,1.58489319246111,1,"REG-ON"
100,189641,"470",10,1.58489319246111,1,"REG-ON"
110,135023,"470",10,1.58489319246111,1,"REG-ON"
120,157664,"470",10,1.58489319246111,1,"REG-ON"
130,129104,"470",10,1.58489319246111,1,"REG-ON"
140,109244,"470",10,1.58489319246111,1,"REG-ON"
150,122530,"470",10,1.58489319246111,1,"REG-ON"
160,88749,"470",10,1.58489319246111,1,"REG-ON"
170,111366,"470",10,1.58489319246111,1,"REG-ON"
180,82135,"470",10,1.58489319246111,1,"REG-ON"
0,100000,"471",50,1.58489319246111,1,"REG-ON"
10,99768,"471",50,1.58489319246111,1,"REG-ON"
20,98588,"471",50,1.58489319246111,1,"REG-ON"
30,190464,"471",50,1.58489319246111,1,"REG-ON"
40,176474,"471",50,1.58489319246111,1,"REG-ON"
50,301065,"471",50,1.58489319246111,1,"REG-ON"
60,265090,"471",50,1.58489319246111,1,"REG-ON"
70,281206,"471",50,1.58489319246111,1,"REG-ON"
80,349785,"471",50,1.58489319246111,1,"REG-ON"
90,284356,"471",50,1.58489319246111,1,"REG-ON"
100,429516,"471",50,1.58489319246111,1,"REG-ON"
110,339743,"471",50,1.58489319246111,1,"REG-ON"
120,444836,"471",50,1.58489319246111,1,"REG-ON"
130,402329,"471",50,1.58489319246111,1,"REG-ON"
140,376728,"471",50,1.58489319246111,1,"REG-ON"
150,469243,"471",50,1.58489319246111,1,"REG-ON"
160,371993,"471",50,1.58489319246111,1,"REG-ON"
170,517782,"471",50,1.58489319246111,1,"REG-ON"
180,416875,"471",50,1.58489319246111,1,"REG-ON"
0,100000,"472",200,1.58489319246111,1,"REG-ON"
10,99876,"472",200,1.58489319246111,1,"REG-ON"
20,99290,"472",200,1.58489319246111,1,"REG-ON"
30,194416,"472",200,1.58489319246111,1,"REG-ON"
40,183429,"472",200,1.58489319246111,1,"REG-ON"
50,320780,"472",200,1.58489319246111,1,"REG-ON"
60,290762,"472",200,1.58489319246111,1,"REG-ON"
70,318620,"472",200,1.58489319246111,1,"REG-ON"
80,411186,"472",200,1.58489319246111,1,"REG-ON"
90,346067,"472",200,1.58489319246111,1,"REG-ON"
100,543651,"472",200,1.58489319246111,1,"REG-ON"
110,445645,"472",200,1.58489319246111,1,"REG-ON"
120,606317,"472",200,1.58489319246111,1,"REG-ON"
130,569452,"472",200,1.58489319246111,1,"REG-ON"
140,552982,"472",200,1.58489319246111,1,"REG-ON"
150,714924,"472",200,1.58489319246111,1,"REG-ON"
160,588214,"472",200,1.58489319246111,1,"REG-ON"
170,849683,"472",200,1.58489319246111,1,"REG-ON"
180,709349,"472",200,1.58489319246111,1,"REG-ON"
0,100000,"473",2,1.99526231496888,1,"REG-ON"
10,98257,"473",2,1.99526231496888,1,"REG-ON"
20,86167,"473",2,1.99526231496888,1,"REG-ON"
30,130284,"473",2,1.99526231496888,1,"REG-ON"
40,87792,"473",2,1.99526231496888,1,"REG-ON"
50,99618,"473",2,1.99526231496888,1,"REG-ON"
60,59175,"473",2,1.99526231496888,1,"REG-ON"
70,41003,"473",2,1.99526231496888,1,"REG-ON"
80,32904,"473",2,1.99526231496888,1,"REG-ON"
90,17971,"473",2,1.99526231496888,1,"REG-ON"
100,17407,"473",2,1.99526231496888,1,"REG-ON"
110,9677,"473",2,1.99526231496888,1,"REG-ON"
120,8432,"473",2,1.99526231496888,1,"REG-ON"
130,5481,"473",2,1.99526231496888,1,"REG-ON"
140,3668,"473",2,1.99526231496888,1,"REG-ON"
150,3285,"473",2,1.99526231496888,1,"REG-ON"
160,1884,"473",2,1.99526231496888,1,"REG-ON"
170,1915,"473",2,1.99526231496888,1,"REG-ON"
180,1160,"473",2,1.99526231496888,1,"REG-ON"
0,100000,"474",10,1.99526231496888,1,"REG-ON"
10,99054,"474",10,1.99526231496888,1,"REG-ON"
20,93133,"474",10,1.99526231496888,1,"REG-ON"
30,162039,"474",10,1.99526231496888,1,"REG-ON"
40,129216,"474",10,1.99526231496888,1,"REG-ON"
50,181259,"474",10,1.99526231496888,1,"REG-ON"
60,131724,"474",10,1.99526231496888,1,"REG-ON"
70,112928,"474",10,1.99526231496888,1,"REG-ON"
80,113873,"474",10,1.99526231496888,1,"REG-ON"
90,76161,"474",10,1.99526231496888,1,"REG-ON"
100,92757,"474",10,1.99526231496888,1,"REG-ON"
110,61478,"474",10,1.99526231496888,1,"REG-ON"
120,66232,"474",10,1.99526231496888,1,"REG-ON"
130,50840,"474",10,1.99526231496888,1,"REG-ON"
140,40646,"474",10,1.99526231496888,1,"REG-ON"
150,43274,"474",10,1.99526231496888,1,"REG-ON"
160,29838,"474",10,1.99526231496888,1,"REG-ON"
170,35469,"474",10,1.99526231496888,1,"REG-ON"
180,25022,"474",10,1.99526231496888,1,"REG-ON"
0,100000,"475",50,1.99526231496888,1,"REG-ON"
10,99640,"475",50,1.99526231496888,1,"REG-ON"
20,97726,"475",50,1.99526231496888,1,"REG-ON"
30,185955,"475",50,1.99526231496888,1,"REG-ON"
40,165920,"475",50,1.99526231496888,1,"REG-ON"
50,267628,"475",50,1.99526231496888,1,"REG-ON"
60,222292,"475",50,1.99526231496888,1,"REG-ON"
70,220684,"475",50,1.99526231496888,1,"REG-ON"
80,258718,"475",50,1.99526231496888,1,"REG-ON"
90,197672,"475",50,1.99526231496888,1,"REG-ON"
100,280157,"475",50,1.99526231496888,1,"REG-ON"
110,210322,"475",50,1.99526231496888,1,"REG-ON"
120,258855,"475",50,1.99526231496888,1,"REG-ON"
130,224351,"475",50,1.99526231496888,1,"REG-ON"
140,199173,"475",50,1.99526231496888,1,"REG-ON"
150,237184,"475",50,1.99526231496888,1,"REG-ON"
160,179753,"475",50,1.99526231496888,1,"REG-ON"
170,238897,"475",50,1.99526231496888,1,"REG-ON"
180,185706,"475",50,1.99526231496888,1,"REG-ON"
0,100000,"476",200,1.99526231496888,1,"REG-ON"
10,99786,"476",200,1.99526231496888,1,"REG-ON"
20,98764,"476",200,1.99526231496888,1,"REG-ON"
30,191466,"476",200,1.99526231496888,1,"REG-ON"
40,175561,"476",200,1.99526231496888,1,"REG-ON"
50,293653,"476",200,1.99526231496888,1,"REG-ON"
60,253461,"476",200,1.99526231496888,1,"REG-ON"
70,262583,"476",200,1.99526231496888,1,"REG-ON"
80,321213,"476",200,1.99526231496888,1,"REG-ON"
90,255908,"476",200,1.99526231496888,1,"REG-ON"
100,379810,"476",200,1.99526231496888,1,"REG-ON"
110,296304,"476",200,1.99526231496888,1,"REG-ON"
120,380954,"476",200,1.99526231496888,1,"REG-ON"
130,341636,"476",200,1.99526231496888,1,"REG-ON"
140,314811,"476",200,1.99526231496888,1,"REG-ON"
150,389621,"476",200,1.99526231496888,1,"REG-ON"
160,305703,"476",200,1.99526231496888,1,"REG-ON"
170,420324,"476",200,1.99526231496888,1,"REG-ON"
180,335902,"476",200,1.99526231496888,1,"REG-ON"
0,100000,"477",2,2.51188643150958,1,"REG-ON"
10,97473,"477",2,2.51188643150958,1,"REG-ON"
20,80314,"477",2,2.51188643150958,1,"REG-ON"
30,107525,"477",2,2.51188643150958,1,"REG-ON"
40,61987,"477",2,2.51188643150958,1,"REG-ON"
50,57944,"477",2,2.51188643150958,1,"REG-ON"
60,29023,"477",2,2.51188643150958,1,"REG-ON"
70,17108,"477",2,2.51188643150958,1,"REG-ON"
80,11349,"477",2,2.51188643150958,1,"REG-ON"
90,5479,"477",2,2.51188643150958,1,"REG-ON"
100,4519,"477",2,2.51188643150958,1,"REG-ON"
110,2239,"477",2,2.51188643150958,1,"REG-ON"
120,1783,"477",2,2.51188643150958,1,"REG-ON"
130,1085,"477",2,2.51188643150958,1,"REG-ON"
140,719,"477",2,2.51188643150958,1,"REG-ON"
150,646,"477",2,2.51188643150958,1,"REG-ON"
160,354,"477",2,2.51188643150958,1,"REG-ON"
170,341,"477",2,2.51188643150958,1,"REG-ON"
180,199,"477",2,2.51188643150958,1,"REG-ON"
0,100000,"478",10,2.51188643150958,1,"REG-ON"
10,98529,"478",10,2.51188643150958,1,"REG-ON"
20,89550,"478",10,2.51188643150958,1,"REG-ON"
30,145377,"478",10,2.51188643150958,1,"REG-ON"
40,105388,"478",10,2.51188643150958,1,"REG-ON"
50,130912,"478",10,2.51188643150958,1,"REG-ON"
60,85104,"478",10,2.51188643150958,1,"REG-ON"
70,65168,"478",10,2.51188643150958,1,"REG-ON"
80,58687,"478",10,2.51188643150958,1,"REG-ON"
90,35970,"478",10,2.51188643150958,1,"REG-ON"
100,40171,"478",10,2.51188643150958,1,"REG-ON"
110,24892,"478",10,2.51188643150958,1,"REG-ON"
120,25163,"478",10,2.51188643150958,1,"REG-ON"
130,18412,"478",10,2.51188643150958,1,"REG-ON"
140,13830,"478",10,2.51188643150958,1,"REG-ON"
150,14115,"478",10,2.51188643150958,1,"REG-ON"
160,9311,"478",10,2.51188643150958,1,"REG-ON"
170,10699,"478",10,2.51188643150958,1,"REG-ON"
180,7277,"478",10,2.51188643150958,1,"REG-ON"
0,100000,"479",50,2.51188643150958,1,"REG-ON"
10,99474,"479",50,2.51188643150958,1,"REG-ON"
20,96552,"479",50,2.51188643150958,1,"REG-ON"
30,179077,"479",50,2.51188643150958,1,"REG-ON"
40,151584,"479",50,2.51188643150958,1,"REG-ON"
50,227135,"479",50,2.51188643150958,1,"REG-ON"
60,176685,"479",50,2.51188643150958,1,"REG-ON"
70,162600,"479",50,2.51188643150958,1,"REG-ON"
80,178879,"479",50,2.51188643150958,1,"REG-ON"
90,129045,"479",50,2.51188643150958,1,"REG-ON"
100,172733,"479",50,2.51188643150958,1,"REG-ON"
110,123508,"479",50,2.51188643150958,1,"REG-ON"
120,144615,"479",50,2.51188643150958,1,"REG-ON"
130,120709,"479",50,2.51188643150958,1,"REG-ON"
140,102805,"479",50,2.51188643150958,1,"REG-ON"
150,118888,"479",50,2.51188643150958,1,"REG-ON"
160,87239,"479",50,2.51188643150958,1,"REG-ON"
170,112126,"479",50,2.51188643150958,1,"REG-ON"
180,84674,"479",50,2.51188643150958,1,"REG-ON"
0,100000,"480",200,2.51188643150958,1,"REG-ON"
10,99691,"480",200,2.51188643150958,1,"REG-ON"
20,98109,"480",200,2.51188643150958,1,"REG-ON"
30,187606,"480",200,2.51188643150958,1,"REG-ON"
40,165183,"480",200,2.51188643150958,1,"REG-ON"
50,261086,"480",200,2.51188643150958,1,"REG-ON"
60,213436,"480",200,2.51188643150958,1,"REG-ON"
70,207014,"480",200,2.51188643150958,1,"REG-ON"
80,240220,"480",200,2.51188643150958,1,"REG-ON"
90,181330,"480",200,2.51188643150958,1,"REG-ON"
100,256484,"480",200,2.51188643150958,1,"REG-ON"
110,191485,"480",200,2.51188643150958,1,"REG-ON"
120,235134,"480",200,2.51188643150958,1,"REG-ON"
130,203268,"480",200,2.51188643150958,1,"REG-ON"
140,180026,"480",200,2.51188643150958,1,"REG-ON"
150,215599,"480",200,2.51188643150958,1,"REG-ON"
160,163190,"480",200,2.51188643150958,1,"REG-ON"
170,216979,"480",200,2.51188643150958,1,"REG-ON"
180,168522,"480",200,2.51188643150958,1,"REG-ON"
0,100000,"481",2,3.16227766016838,1,"REG-ON"
10,96146,"481",2,3.16227766016838,1,"REG-ON"
20,72397,"481",2,3.16227766016838,1,"REG-ON"
30,81976,"481",2,3.16227766016838,1,"REG-ON"
40,39268,"481",2,3.16227766016838,1,"REG-ON"
50,29261,"481",2,3.16227766016838,1,"REG-ON"
60,12245,"481",2,3.16227766016838,1,"REG-ON"
70,6061,"481",2,3.16227766016838,1,"REG-ON"
80,3415,"481",2,3.16227766016838,1,"REG-ON"
90,1509,"481",2,3.16227766016838,1,"REG-ON"
100,1082,"481",2,3.16227766016838,1,"REG-ON"
110,493,"481",2,3.16227766016838,1,"REG-ON"
120,351,"481",2,3.16227766016838,1,"REG-ON"
130,216,"481",2,3.16227766016838,1,"REG-ON"
140,135,"481",2,3.16227766016838,1,"REG-ON"
150,111,"481",2,3.16227766016838,1,"REG-ON"
160,59,"481",2,3.16227766016838,1,"REG-ON"
170,53,"481",2,3.16227766016838,1,"REG-ON"
180,34,"481",2,3.16227766016838,1,"REG-ON"
0,100000,"482",10,3.16227766016838,1,"REG-ON"
10,97859,"482",10,3.16227766016838,1,"REG-ON"
20,84745,"482",10,3.16227766016838,1,"REG-ON"
30,125350,"482",10,3.16227766016838,1,"REG-ON"
40,80280,"482",10,3.16227766016838,1,"REG-ON"
50,85736,"482",10,3.16227766016838,1,"REG-ON"
60,49349,"482",10,3.16227766016838,1,"REG-ON"
70,33280,"482",10,3.16227766016838,1,"REG-ON"
80,27023,"482",10,3.16227766016838,1,"REG-ON"
90,15116,"482",10,3.16227766016838,1,"REG-ON"
100,15523,"482",10,3.16227766016838,1,"REG-ON"
110,8922,"482",10,3.16227766016838,1,"REG-ON"
120,8495,"482",10,3.16227766016838,1,"REG-ON"
130,5857,"482",10,3.16227766016838,1,"REG-ON"
140,4242,"482",10,3.16227766016838,1,"REG-ON"
150,4105,"482",10,3.16227766016838,1,"REG-ON"
160,2594,"482",10,3.16227766016838,1,"REG-ON"
170,2854,"482",10,3.16227766016838,1,"REG-ON"
180,1882,"482",10,3.16227766016838,1,"REG-ON"
0,100000,"483",50,3.16227766016838,1,"REG-ON"
10,99175,"483",50,3.16227766016838,1,"REG-ON"
20,94774,"483",50,3.16227766016838,1,"REG-ON"
30,169412,"483",50,3.16227766016838,1,"REG-ON"
40,133188,"483",50,3.16227766016838,1,"REG-ON"
50,183067,"483",50,3.16227766016838,1,"REG-ON"
60,132913,"483",50,3.16227766016838,1,"REG-ON"
70,113503,"483",50,3.16227766016838,1,"REG-ON"
80,117845,"483",50,3.16227766016838,1,"REG-ON"
90,80099,"483",50,3.16227766016838,1,"REG-ON"
100,102040,"483",50,3.16227766016838,1,"REG-ON"
110,70042,"483",50,3.16227766016838,1,"REG-ON"
120,78481,"483",50,3.16227766016838,1,"REG-ON"
130,63577,"483",50,3.16227766016838,1,"REG-ON"
140,52202,"483",50,3.16227766016838,1,"REG-ON"
150,58553,"483",50,3.16227766016838,1,"REG-ON"
160,41635,"483",50,3.16227766016838,1,"REG-ON"
170,52100,"483",50,3.16227766016838,1,"REG-ON"
180,38441,"483",50,3.16227766016838,1,"REG-ON"
0,100000,"484",200,3.16227766016838,1,"REG-ON"
10,99530,"484",200,3.16227766016838,1,"REG-ON"
20,97193,"484",200,3.16227766016838,1,"REG-ON"
30,181522,"484",200,3.16227766016838,1,"REG-ON"
40,150943,"484",200,3.16227766016838,1,"REG-ON"
50,222264,"484",200,3.16227766016838,1,"REG-ON"
60,171314,"484",200,3.16227766016838,1,"REG-ON"
70,156677,"484",200,3.16227766016838,1,"REG-ON"
80,173545,"484",200,3.16227766016838,1,"REG-ON"
90,124851,"484",200,3.16227766016838,1,"REG-ON"
100,169289,"484",200,3.16227766016838,1,"REG-ON"
110,122412,"484",200,3.16227766016838,1,"REG-ON"
120,144644,"484",200,3.16227766016838,1,"REG-ON"
130,122100,"484",200,3.16227766016838,1,"REG-ON"
140,104647,"484",200,3.16227766016838,1,"REG-ON"
150,122033,"484",200,3.16227766016838,1,"REG-ON"
160,89974,"484",200,3.16227766016838,1,"REG-ON"
170,116649,"484",200,3.16227766016838,1,"REG-ON"
180,88795,"484",200,3.16227766016838,1,"REG-ON"
0,100000,"485",2,3.98107170553497,1,"REG-ON"
10,94231,"485",2,3.98107170553497,1,"REG-ON"
20,62255,"485",2,3.98107170553497,1,"REG-ON"
30,57805,"485",2,3.98107170553497,1,"REG-ON"
40,22376,"485",2,3.98107170553497,1,"REG-ON"
50,12656,"485",2,3.98107170553497,1,"REG-ON"
60,4434,"485",2,3.98107170553497,1,"REG-ON"
70,1834,"485",2,3.98107170553497,1,"REG-ON"
80,831,"485",2,3.98107170553497,1,"REG-ON"
90,309,"485",2,3.98107170553497,1,"REG-ON"
100,199,"485",2,3.98107170553497,1,"REG-ON"
110,89,"485",2,3.98107170553497,1,"REG-ON"
120,56,"485",2,3.98107170553497,1,"REG-ON"
130,33,"485",2,3.98107170553497,1,"REG-ON"
140,21,"485",2,3.98107170553497,1,"REG-ON"
150,19,"485",2,3.98107170553497,1,"REG-ON"
160,6,"485",2,3.98107170553497,1,"REG-ON"
170,6,"485",2,3.98107170553497,1,"REG-ON"
180,3,"485",2,3.98107170553497,1,"REG-ON"
0,100000,"486",10,3.98107170553497,1,"REG-ON"
10,96781,"486",10,3.98107170553497,1,"REG-ON"
20,78458,"486",10,3.98107170553497,1,"REG-ON"
30,102698,"486",10,3.98107170553497,1,"REG-ON"
40,56399,"486",10,3.98107170553497,1,"REG-ON"
50,50748,"486",10,3.98107170553497,1,"REG-ON"
60,25627,"486",10,3.98107170553497,1,"REG-ON"
70,15251,"486",10,3.98107170553497,1,"REG-ON"
80,10865,"486",10,3.98107170553497,1,"REG-ON"
90,5454,"486",10,3.98107170553497,1,"REG-ON"
100,5068,"486",10,3.98107170553497,1,"REG-ON"
110,2721,"486",10,3.98107170553497,1,"REG-ON"
120,2286,"486",10,3.98107170553497,1,"REG-ON"
130,1436,"486",10,3.98107170553497,1,"REG-ON"
140,976,"486",10,3.98107170553497,1,"REG-ON"
150,870,"486",10,3.98107170553497,1,"REG-ON"
160,527,"486",10,3.98107170553497,1,"REG-ON"
170,571,"486",10,3.98107170553497,1,"REG-ON"
180,366,"486",10,3.98107170553497,1,"REG-ON"
0,100000,"487",50,3.98107170553497,1,"REG-ON"
10,98842,"487",50,3.98107170553497,1,"REG-ON"
20,92216,"487",50,3.98107170553497,1,"REG-ON"
30,156178,"487",50,3.98107170553497,1,"REG-ON"
40,111799,"487",50,3.98107170553497,1,"REG-ON"
50,140065,"487",50,3.98107170553497,1,"REG-ON"
60,93424,"487",50,3.98107170553497,1,"REG-ON"
70,73911,"487",50,3.98107170553497,1,"REG-ON"
80,72152,"487",50,3.98107170553497,1,"REG-ON"
90,45877,"487",50,3.98107170553497,1,"REG-ON"
100,55627,"487",50,3.98107170553497,1,"REG-ON"
110,36188,"487",50,3.98107170553497,1,"REG-ON"
120,38886,"487",50,3.98107170553497,1,"REG-ON"
130,30289,"487",50,3.98107170553497,1,"REG-ON"
140,23678,"487",50,3.98107170553497,1,"REG-ON"
150,25626,"487",50,3.98107170553497,1,"REG-ON"
160,17460,"487",50,3.98107170553497,1,"REG-ON"
170,21148,"487",50,3.98107170553497,1,"REG-ON"
180,14995,"487",50,3.98107170553497,1,"REG-ON"
0,100000,"488",200,3.98107170553497,1,"REG-ON"
10,99323,"488",200,3.98107170553497,1,"REG-ON"
20,95678,"488",200,3.98107170553497,1,"REG-ON"
30,172871,"488",200,3.98107170553497,1,"REG-ON"
40,133386,"488",200,3.98107170553497,1,"REG-ON"
50,182775,"488",200,3.98107170553497,1,"REG-ON"
60,132793,"488",200,3.98107170553497,1,"REG-ON"
70,113734,"488",200,3.98107170553497,1,"REG-ON"
80,121044,"488",200,3.98107170553497,1,"REG-ON"
90,82870,"488",200,3.98107170553497,1,"REG-ON"
100,108504,"488",200,3.98107170553497,1,"REG-ON"
110,75321,"488",200,3.98107170553497,1,"REG-ON"
120,86219,"488",200,3.98107170553497,1,"REG-ON"
130,70978,"488",200,3.98107170553497,1,"REG-ON"
140,58712,"488",200,3.98107170553497,1,"REG-ON"
150,67524,"488",200,3.98107170553497,1,"REG-ON"
160,48363,"488",200,3.98107170553497,1,"REG-ON"
170,61641,"488",200,3.98107170553497,1,"REG-ON"
180,45867,"488",200,3.98107170553497,1,"REG-ON"
0,100000,"489",2,5.01187233627272,1,"REG-ON"
10,91402,"489",2,5.01187233627272,1,"REG-ON"
20,50991,"489",2,5.01187233627272,1,"REG-ON"
30,36859,"489",2,5.01187233627272,1,"REG-ON"
40,11650,"489",2,5.01187233627272,1,"REG-ON"
50,4941,"489",2,5.01187233627272,1,"REG-ON"
60,1348,"489",2,5.01187233627272,1,"REG-ON"
70,508,"489",2,5.01187233627272,1,"REG-ON"
80,195,"489",2,5.01187233627272,1,"REG-ON"
90,76,"489",2,5.01187233627272,1,"REG-ON"
100,36,"489",2,5.01187233627272,1,"REG-ON"
110,11,"489",2,5.01187233627272,1,"REG-ON"
120,3,"489",2,5.01187233627272,1,"REG-ON"
130,2,"489",2,5.01187233627272,1,"REG-ON"
0,100000,"490",10,5.01187233627272,1,"REG-ON"
10,95163,"490",10,5.01187233627272,1,"REG-ON"
20,69858,"490",10,5.01187233627272,1,"REG-ON"
30,77881,"490",10,5.01187233627272,1,"REG-ON"
40,35842,"490",10,5.01187233627272,1,"REG-ON"
50,26524,"490",10,5.01187233627272,1,"REG-ON"
60,11438,"490",10,5.01187233627272,1,"REG-ON"
