"survive","parameter.index","mutant.effect","drug.outsideConcentration.MULT","drug.off","cell.type","extinction.time","extinction.time.sd"
0.702,"19",50,1,Inf,"REG-BURST",115.325784342068,85.0229850114741
0.768,"20",200,1,Inf,"REG-BURST",109.840831104016,85.3619384996102
0.001,"21",2,1.1,Inf,"REG-BURST",201.333728946429,173.272826822562
0.368,"22",10,1.1,Inf,"REG-BURST",135.500286362105,105.577837188718
0.576,"23",50,1.1,Inf,"REG-BURST",111.72108625117,74.0039496915511
0.646,"24",200,1.1,Inf,"REG-BURST",106.005567133826,67.8164926834854
0,"25",2,1.2,Inf,"REG-BURST",127.133774945373,88.9544508347527
0.211,"26",10,1.2,Inf,"REG-BURST",132.51031106629,109.642014004604
0.45,"27",50,1.2,Inf,"REG-BURST",101.016132029895,60.3707437326008
0.55,"28",200,1.2,Inf,"REG-BURST",97.1914722629245,57.0392000311579
0,"29",2,1.3,Inf,"REG-BURST",100.72794935221,65.5015375882424
0.131,"30",10,1.3,Inf,"REG-BURST",120.115389621168,122.065848216892
0.362,"31",50,1.3,Inf,"REG-BURST",92.0964287322355,57.3338056244663
0.483,"32",200,1.3,Inf,"REG-BURST",91.5468823771025,55.391410860524
0,"33",2,1.4,Inf,"REG-BURST",81.3261615205346,48.7754002285742
0.063,"34",10,1.4,Inf,"REG-BURST",113.737088072866,116.739352276603
0.32,"35",50,1.4,Inf,"REG-BURST",84.1729325756659,56.8518159630155
0.468,"36",200,1.4,Inf,"REG-BURST",79.9990529806072,48.7375503849762
0,"37",2,1.5,Inf,"REG-BURST",72.3136634884763,40.0373982447983
0.02,"38",10,1.5,Inf,"REG-BURST",101.926548373566,122.791588880301
0.265,"39",50,1.5,Inf,"REG-BURST",77.3817060391249,52.7743399803435
0.402,"40",200,1.5,Inf,"REG-BURST",71.571160093266,42.7924708370062
0,"41",2,1.75,Inf,"REG-BURST",55.9210662525205,28.3643942858203
0,"42",10,1.75,Inf,"REG-BURST",80.9777888234368,91.3109197233281
0.202,"43",50,1.75,Inf,"REG-BURST",65.7706253853952,52.3942665948594
0.325,"44",200,1.75,Inf,"REG-BURST",61.520996254275,38.316536689395
0,"45",2,2,Inf,"REG-BURST",45.9938040091415,21.0294653139362
0,"46",10,2,Inf,"REG-BURST",60.1887101121405,54.2570143071956
0.141,"47",50,2,Inf,"REG-BURST",59.2324621172946,45.7797609295064
0.296,"48",200,2,Inf,"REG-BURST",54.4135079894554,33.8926795003316
0,"49",2,2.25,Inf,"REG-BURST",40.3885372739503,18.5515070358589
0,"50",10,2.25,Inf,"REG-BURST",47.3843619692229,33.8778378823576
0.104,"51",50,2.25,Inf,"REG-BURST",60.1268031504788,62.2376600611558
0.231,"52",200,2.25,Inf,"REG-BURST",50.9131268269497,38.3126595735194
0,"53",2,2.5,Inf,"REG-BURST",35.4927771216676,16.4829568201749
0,"54",10,2.5,Inf,"REG-BURST",43.1961426569057,35.7501543720285
0.095,"55",50,2.5,Inf,"REG-BURST",54.7683206778415,61.9235333181477
0.236,"56",200,2.5,Inf,"REG-BURST",48.3663497418035,39.4949345361579
0,"57",2,2.75,Inf,"REG-BURST",32.2672611433731,15.2093041994108
0,"58",10,2.75,Inf,"REG-BURST",37.9216774541045,24.8639901977441
0.066,"59",50,2.75,Inf,"REG-BURST",51.3879686158917,61.4381369673856
0.207,"60",200,2.75,Inf,"REG-BURST",46.4357862752478,37.3520446863445
0,"61",2,3,Inf,"REG-BURST",29.4074463243682,12.6902225243323
0,"62",10,3,Inf,"REG-BURST",35.1900103307195,24.3950313315169
0.044,"63",50,3,Inf,"REG-BURST",47.7051373371616,58.7676834555028
0.179,"64",200,3,Inf,"REG-BURST",43.3155952527724,40.2420252088674
0,"65",2,3.5,Inf,"REG-BURST",26.1547886648294,11.5600659973178
0,"66",10,3.5,Inf,"REG-BURST",29.8985760696862,22.8334399380356
0.014,"67",50,3.5,Inf,"REG-BURST",49.0232934001092,77.932632687045
0.153,"68",200,3.5,Inf,"REG-BURST",40.1607521151687,37.9375036339569
0,"69",2,4,Inf,"REG-BURST",22.993595579617,10.2684632086751
0,"70",10,4,Inf,"REG-BURST",25.6733000501131,15.7328855470889
0.003,"71",50,4,Inf,"REG-BURST",45.4957868737755,83.8070860525571
0.123,"72",200,4,Inf,"REG-BURST",38.8823690843322,40.4139779030141
0,"73",2,4.5,Inf,"REG-BURST",21.7334310248248,9.39895236443065
0,"74",10,4.5,Inf,"REG-BURST",24.0237984167485,14.4221695676632
0,"75",50,4.5,Inf,"REG-BURST",35.2731138072432,47.5991061427306
0.112,"76",200,4.5,Inf,"REG-BURST",36.8564988297705,40.1336514570402
0,"77",2,5,Inf,"REG-BURST",19.8451841895556,8.81251383934312
0,"78",10,5,Inf,"REG-BURST",21.8474809095613,12.672094575073
0,"79",50,5,Inf,"REG-BURST",34.7860644343791,44.4029284776328
0.112,"80",200,5,Inf,"REG-BURST",37.5556591582267,42.9987860509331
0.949,"81",2,1,30,"REG-BURST",26.0075453193119,9.75805314919732
0.958,"82",10,1,30,"REG-BURST",25.4372743900994,10.954263479599
0.966,"83",50,1,30,"REG-BURST",22.161087420005,8.34550052353946
0.967,"84",200,1,30,"REG-BURST",25.2265658349551,9.49799540839924
0.551,"85",2,2,30,"REG-BURST",29.5862812822418,11.3647419625812
0.636,"86",10,2,30,"REG-BURST",28.2269122354343,11.2163706597194
0.647,"87",50,2,30,"REG-BURST",27.5891087057738,11.059666910803
0.71,"88",200,2,30,"REG-BURST",28.7177676415122,11.5726827781581
0.132,"89",2,3,30,"REG-BURST",26.6730379490278,10.7717681948574
0.217,"90",10,3,30,"REG-BURST",26.8493443925251,11.0240523839848
0.352,"91",50,3,30,"REG-BURST",27.0181764788709,10.6468182774855
0.467,"92",200,3,30,"REG-BURST",27.1138414052392,10.9227831445419
0.032,"93",2,4,30,"REG-BURST",21.9349999471217,9.22138235533832
0.096,"94",10,4,30,"REG-BURST",22.9478653565944,9.8555599047918
0.198,"95",50,4,30,"REG-BURST",22.7936746287036,10.226723326831
0.349,"96",200,4,30,"REG-BURST",23.2383556988221,9.85231862176084
0.007,"97",2,5,30,"REG-BURST",19.5135267670541,8.79031562441804
0.05,"98",10,5,30,"REG-BURST",20.5127485812773,9.40114203461826
0.171,"99",50,5,30,"REG-BURST",20.5062024248328,8.99162813005249
0.285,"100",200,5,30,"REG-BURST",20.2636193783537,8.50098288919684
0.861,"101",2,1,60,"REG-BURST",40.8617300218481,19.3252304089729
0.889,"102",10,1,60,"REG-BURST",46.3455853005646,17.6432819803199
0.918,"103",50,1,60,"REG-BURST",44.8458378735754,18.4276434599967
0.926,"104",200,1,60,"REG-BURST",43.2539463446557,17.8847566327524
0.101,"105",2,2,60,"REG-BURST",40.6390437417667,16.1662418784494
0.217,"106",10,2,60,"REG-BURST",41.4891043263997,16.9095955108672
0.331,"107",50,2,60,"REG-BURST",40.5649663079388,17.1669956372232
0.463,"108",200,2,60,"REG-BURST",40.6002718978448,16.1634443892795
0.006,"109",2,3,60,"REG-BURST",29.3972840836909,12.6270764346377
0.042,"110",10,3,60,"REG-BURST",31.1366955184768,14.6302493651197
0.181,"111",50,3,60,"REG-BURST",31.4469699979727,14.5688166294593
0.278,"112",200,3,60,"REG-BURST",30.7548784990088,14.1711732312949
0,"113",2,4,60,"REG-BURST",23.0716501361698,10.0326668006854
0.024,"114",10,4,60,"REG-BURST",25.0143605250889,11.8162425565587
0.133,"115",50,4,60,"REG-BURST",25.278833357362,13.0220777185254
0.24,"116",200,4,60,"REG-BURST",24.8858241605222,13.3461822522639
0,"117",2,5,60,"REG-BURST",19.553876982885,8.50430160702418
0.006,"118",10,5,60,"REG-BURST",20.5987996160245,9.54303062518135
0.098,"119",50,5,60,"REG-BURST",23.2524309475005,12.4228069246427
0.211,"120",200,5,60,"REG-BURST",23.4725435510975,13.0426291520878
0.702,"121",2,1,120,"REG-BURST",80.1210123608602,34.2510449609576
0.756,"122",10,1,120,"REG-BURST",71.8064945393793,34.4596607403685
0.809,"123",50,1,120,"REG-BURST",73.3189061657555,31.3615366761012
0.821,"124",200,1,120,"REG-BURST",74.6266261814128,35.808668160803
0.002,"125",2,2,120,"REG-BURST",45.5182707417179,21.3080443684371
0.058,"126",10,2,120,"REG-BURST",49.2705898984673,24.3817425734647
0.2,"127",50,2,120,"REG-BURST",49.2903093538639,25.1650417451421
0.337,"128",200,2,120,"REG-BURST",49.0468365814614,26.3414738936073
0,"129",2,3,120,"REG-BURST",29.1857396816376,13.4191049020224
0.012,"130",10,3,120,"REG-BURST",33.4740280641825,18.8322133140697
0.089,"131",50,3,120,"REG-BURST",36.878920212205,23.6879462691972
0.223,"132",200,3,120,"REG-BURST",38.6116647826445,26.1582366041278
0,"133",2,4,120,"REG-BURST",23.8401484137248,10.5757336200794
0,"134",10,4,120,"REG-BURST",26.324651764315,14.9609981607857
0.057,"135",50,4,120,"REG-BURST",30.2171517833089,22.372959200241
0.178,"136",200,4,120,"REG-BURST",33.5185198326148,25.915350040528
0,"137",2,5,120,"REG-BURST",19.9280491976548,8.53860728891291
0.001,"138",10,5,120,"REG-BURST",21.1764240523624,11.6659156209721
0.033,"139",50,5,120,"REG-BURST",26.4056111924229,19.8165657863599
0.149,"140",200,5,120,"REG-BURST",29.148208662948,23.7759668552485
0.487,"141",2,1,240,"REG-BURST",119.047637108645,63.6207221278097
0.617,"142",10,1,240,"REG-BURST",110.89340757061,60.710558026479
0.726,"143",50,1,240,"REG-BURST",98.7383651766312,58.4615958190432
0.765,"144",200,1,240,"REG-BURST",97.4502802432849,53.6592159173908
0,"145",2,2,240,"REG-BURST",45.9872877977253,23.0445784729345
0.015,"146",10,2,240,"REG-BURST",56.9338521133689,36.1176839484346
0.168,"147",50,2,240,"REG-BURST",57.1208548882223,39.6398363939326
0.304,"148",200,2,240,"REG-BURST",54.6379945315623,36.3740858283999
0,"149",2,3,240,"REG-BURST",29.8384692598473,13.5809924466558
0.001,"150",10,3,240,"REG-BURST",34.7361540021693,23.041494974119
0.071,"151",50,3,240,"REG-BURST",40.9857824528907,34.4034508962804
0.192,"152",200,3,240,"REG-BURST",41.8785872128046,34.8021325720001
0,"153",2,4,240,"REG-BURST",22.8519657744188,9.68238157383068
0,"154",10,4,240,"REG-BURST",26.6970432870152,16.4406388161164
0.017,"155",50,4,240,"REG-BURST",35.8427619611866,35.803822999043
0.154,"156",200,4,240,"REG-BURST",37.8013954051525,36.7636460112966
0,"157",2,5,240,"REG-BURST",19.3275625448121,8.43443301314796
0,"158",10,5,240,"REG-BURST",22.133369644622,13.1378326115497
0.012,"159",50,5,240,"REG-BURST",30.7945071664439,30.4109806487145
0.117,"160",200,5,240,"REG-BURST",33.7820844906169,35.9097031375674
0.341,"161",2,1,480,"REG-BURST",172.586214337712,117.022878148848
0.563,"162",10,1,480,"REG-BURST",141.021409674495,93.1959387022476
0.711,"163",50,1,480,"REG-BURST",128.433196999468,85.6345486635158
0.763,"164",200,1,480,"REG-BURST",112.321024165155,75.360939193351
0,"165",2,2,480,"REG-BURST",45.5324980998311,21.8014928061499
0,"166",10,2,480,"REG-BURST",59.6178527677664,49.6796143302263
0.138,"167",50,2,480,"REG-BURST",59.9006897149603,47.5403105906721
0.26,"168",200,2,480,"REG-BURST",55.7335748991569,40.7662817896373
0,"169",2,3,480,"REG-BURST",29.9430480484302,13.2342509535159
0,"170",10,3,480,"REG-BURST",33.3551057553401,21.5218182462363
0.043,"171",50,3,480,"REG-BURST",49.2504103992494,58.8586545884833
0.202,"172",200,3,480,"REG-BURST",41.3643425500026,34.4293406394383
0,"173",2,4,480,"REG-BURST",23.3906312967765,10.4913568478799
0,"174",10,4,480,"REG-BURST",25.9736004589449,17.901388259694
0.012,"175",50,4,480,"REG-BURST",39.6431481848352,49.5861938851634
0.137,"176",200,4,480,"REG-BURST",39.9817821464785,42.3995264166012
0,"177",2,5,480,"REG-BURST",19.754304010999,8.59413163738889
0,"178",10,5,480,"REG-BURST",22.0631077205528,11.9415566848852
0.001,"179",50,5,480,"REG-BURST",33.6011421423432,43.4123141507868
0.102,"180",200,5,480,"REG-BURST",33.8619530936227,37.2542402297298
1,"1",2,0,Inf,"STRUCT-BIND",NA,NA
1,"2",10,0,Inf,"STRUCT-BIND",NA,NA
1,"3",50,0,Inf,"STRUCT-BIND",NA,NA
1,"4",200,0,Inf,"STRUCT-BIND",NA,NA
0.996,"5",2,0.5,Inf,"STRUCT-BIND",25.0890247128878,9.37032847070393
0.99,"6",10,0.5,Inf,"STRUCT-BIND",18.6234810160935,7.13196655245155
0.993,"7",50,0.5,Inf,"STRUCT-BIND",22.0398797922153,6.33634522990611
0.996,"8",200,0.5,Inf,"STRUCT-BIND",25.6026520488918,10.317254078805
0.963,"9",2,0.7,Inf,"STRUCT-BIND",65.6822533699489,51.0116060690427
0.975,"10",10,0.7,Inf,"STRUCT-BIND",60.0411205255143,37.776375662745
0.975,"11",50,0.7,Inf,"STRUCT-BIND",48.9039763020974,38.8517291669799
0.979,"12",200,0.7,Inf,"STRUCT-BIND",61.0060492562508,50.2759220007214
0.704,"13",2,0.9,Inf,"STRUCT-BIND",158.712352274312,125.605185275628
0.805,"14",10,0.9,Inf,"STRUCT-BIND",120.670268542449,96.1683106665651
0.845,"15",50,0.9,Inf,"STRUCT-BIND",108.319142985592,84.373952131112
0.876,"16",200,0.9,Inf,"STRUCT-BIND",100.512238307518,67.577943882745
0.229,"17",2,1,Inf,"STRUCT-BIND",250.497908046517,233.31344357277
0.591,"18",10,1,Inf,"STRUCT-BIND",147.115089990476,129.233017222547
0.673,"19",50,1,Inf,"STRUCT-BIND",110.930562506575,77.9386084522611
0.745,"20",200,1,Inf,"STRUCT-BIND",110.542872968486,74.9165675026329
0.01,"21",2,1.1,Inf,"STRUCT-BIND",190.433617520771,160.014161440806
0.358,"22",10,1.1,Inf,"STRUCT-BIND",135.708742860583,105.331949020881
0.556,"23",50,1.1,Inf,"STRUCT-BIND",110.647654001067,75.7351662851212
0.649,"24",200,1.1,Inf,"STRUCT-BIND",103.80643129833,66.5254295557201
0,"25",2,1.2,Inf,"STRUCT-BIND",133.913565850475,102.959932449963
0.208,"26",10,1.2,Inf,"STRUCT-BIND",132.294460403707,112.671246521824
0.441,"27",50,1.2,Inf,"STRUCT-BIND",103.05694234562,71.8113731493363
0.551,"28",200,1.2,Inf,"STRUCT-BIND",91.6474053792482,62.4833815393875
0,"29",2,1.3,Inf,"STRUCT-BIND",100.21880744113,64.6079488099267
0.119,"30",10,1.3,Inf,"STRUCT-BIND",125.25138197698,132.727829150538
0.38,"31",50,1.3,Inf,"STRUCT-BIND",92.2552930579406,58.2919945366058
0.475,"32",200,1.3,Inf,"STRUCT-BIND",82.6563858811351,48.0625784171523
0,"33",2,1.4,Inf,"STRUCT-BIND",80.3376612178289,47.8273133484302
0.055,"34",10,1.4,Inf,"STRUCT-BIND",112.881301742766,125.950987091044
0.328,"35",50,1.4,Inf,"STRUCT-BIND",79.2972694552307,53.0312091280666
0.446,"36",200,1.4,Inf,"STRUCT-BIND",78.2041802258524,48.472056016512
0,"37",2,1.5,Inf,"STRUCT-BIND",73.6676655704913,42.4124212832681
0.029,"38",10,1.5,Inf,"STRUCT-BIND",110.583125097807,138.381352536348
0.27,"39",50,1.5,Inf,"STRUCT-BIND",79.143984891498,56.0090541377749
0.401,"40",200,1.5,Inf,"STRUCT-BIND",69.7048419564551,44.437622515879
0,"41",2,1.75,Inf,"STRUCT-BIND",54.6749710804081,27.2754443872138
0,"42",10,1.75,Inf,"STRUCT-BIND",73.1637352112673,70.6053656869895
0.182,"43",50,1.75,Inf,"STRUCT-BIND",63.1866674250655,44.3421040449238
0.34,"44",200,1.75,Inf,"STRUCT-BIND",59.5455993909829,43.255437845666
0,"45",2,2,Inf,"STRUCT-BIND",46.1925410755676,22.7590821389739
0,"46",10,2,Inf,"STRUCT-BIND",57.223052138471,50.8820831237849
0.13,"47",50,2,Inf,"STRUCT-BIND",61.8370168922202,56.6363537598793
0.303,"48",200,2,Inf,"STRUCT-BIND",55.919561780273,47.1102195129875
0,"49",2,2.25,Inf,"STRUCT-BIND",40.291684002607,18.6744723557647
0,"50",10,2.25,Inf,"STRUCT-BIND",49.7052900060938,41.0834348095835
0.112,"51",50,2.25,Inf,"STRUCT-BIND",59.2232852662267,61.3371927996911
0.271,"52",200,2.25,Inf,"STRUCT-BIND",51.3642152182171,43.6827164002742
0,"53",2,2.5,Inf,"STRUCT-BIND",35.5843803333806,16.6332506715386
0,"54",10,2.5,Inf,"STRUCT-BIND",40.1244787850125,26.4257412900189
0.08,"55",50,2.5,Inf,"STRUCT-BIND",54.6911405867086,60.2696354194503
0.239,"56",200,2.5,Inf,"STRUCT-BIND",47.131465458039,40.8331238436618
0,"57",2,2.75,Inf,"STRUCT-BIND",32.2430547339386,14.0370879208813
0,"58",10,2.75,Inf,"STRUCT-BIND",39.1279925082061,26.1826499954138
0.046,"59",50,2.75,Inf,"STRUCT-BIND",50.3689853581004,56.3939885240426
0.191,"60",200,2.75,Inf,"STRUCT-BIND",44.4270792960735,41.4189936149977
0,"61",2,3,Inf,"STRUCT-BIND",29.5973953695041,12.7998375319743
0,"62",10,3,Inf,"STRUCT-BIND",34.5314932643019,22.8855506127694
0.041,"63",50,3,Inf,"STRUCT-BIND",49.7856029056385,63.3070248050713
0.182,"64",200,3,Inf,"STRUCT-BIND",46.0798004197476,44.61374781143
0,"65",2,3.5,Inf,"STRUCT-BIND",25.7025566580617,11.3028921573351
0,"66",10,3.5,Inf,"STRUCT-BIND",30.646791684224,20.2203218229476
0.015,"67",50,3.5,Inf,"STRUCT-BIND",52.1164368894036,98.6404079870834
0.176,"68",200,3.5,Inf,"STRUCT-BIND",40.4199709843408,41.5070894161216
0,"69",2,4,Inf,"STRUCT-BIND",23.1072586068783,9.91303686763768
0,"70",10,4,Inf,"STRUCT-BIND",26.0250688827231,15.6845082065052
0.002,"71",50,4,Inf,"STRUCT-BIND",41.0328167144654,65.5691689219885
0.155,"72",200,4,Inf,"STRUCT-BIND",37.9106413272885,42.4134296895655
0,"73",2,4.5,Inf,"STRUCT-BIND",21.2553754879247,9.58711945783194
0,"74",10,4.5,Inf,"STRUCT-BIND",23.874759211226,13.5893845479173
0.002,"75",50,4.5,Inf,"STRUCT-BIND",40.4584784611657,63.7177523025519
0.123,"76",200,4.5,Inf,"STRUCT-BIND",35.9551274396542,40.9556103400749
0,"77",2,5,Inf,"STRUCT-BIND",20.3512167525204,8.84939101840997
0,"78",10,5,Inf,"STRUCT-BIND",21.1139075589527,11.6528012459563
0,"79",50,5,Inf,"STRUCT-BIND",36.7703839915225,49.7860268496352
0.109,"80",200,5,Inf,"STRUCT-BIND",34.2755038514859,42.2540840104533
0.957,"81",2,1,30,"STRUCT-BIND",23.9626569068344,11.3707217627357
0.945,"82",10,1,30,"STRUCT-BIND",24.8052643878491,9.37020401974435
0.953,"83",50,1,30,"STRUCT-BIND",22.8792814322833,9.22926760213485
0.963,"84",200,1,30,"STRUCT-BIND",29.5433199656855,12.0142809664182
0.563,"85",2,2,30,"STRUCT-BIND",29.4432392046877,11.1139594577687
0.592,"86",10,2,30,"STRUCT-BIND",29.3426901130649,11.1459993092122
0.656,"87",50,2,30,"STRUCT-BIND",29.2068405947885,11.0810985237347
0.709,"88",200,2,30,"STRUCT-BIND",29.6611568492066,11.7309822021278
0.15,"89",2,3,30,"STRUCT-BIND",26.7329024509048,11.6104504363825
0.221,"90",10,3,30,"STRUCT-BIND",26.7432418221734,10.7964606736551
0.353,"91",50,3,30,"STRUCT-BIND",26.4638891151258,11.2728999282931
0.435,"92",200,3,30,"STRUCT-BIND",26.540372904059,11.060609704014
0.031,"93",2,4,30,"STRUCT-BIND",23.1708939302,10.3544247818868
0.073,"94",10,4,30,"STRUCT-BIND",23.3427133468791,10.0397762813047
0.214,"95",50,4,30,"STRUCT-BIND",23.5194207950953,10.0382170665014
0.319,"96",200,4,30,"STRUCT-BIND",22.2097919123212,9.97374357693874
0.008,"97",2,5,30,"STRUCT-BIND",19.3147809120957,7.74105456472133
0.049,"98",10,5,30,"STRUCT-BIND",19.5805105121311,8.43927611084029
0.154,"99",50,5,30,"STRUCT-BIND",20.1089665453257,8.61808026901959
0.272,"100",200,5,30,"STRUCT-BIND",19.6816936144078,8.60844240538974
0.88,"101",2,1,60,"STRUCT-BIND",42.1489337807054,17.9664603196674
0.883,"102",10,1,60,"STRUCT-BIND",43.5011948953382,18.4704527185721
0.897,"103",50,1,60,"STRUCT-BIND",43.0199663092993,18.2941540503089
0.925,"104",200,1,60,"STRUCT-BIND",43.8790741818665,19.2689317395799
0.104,"105",2,2,60,"STRUCT-BIND",41.0476069601071,16.9452191012822
0.204,"106",10,2,60,"STRUCT-BIND",41.9003786552164,16.7806639831877
0.348,"107",50,2,60,"STRUCT-BIND",41.1388932787639,16.5939491555149
0.404,"108",200,2,60,"STRUCT-BIND",40.2868808650165,17.1392477445634
0.006,"109",2,3,60,"STRUCT-BIND",29.160261389982,12.9085812465382
0.036,"110",10,3,60,"STRUCT-BIND",31.0679665298278,14.3503225656179
0.188,"111",50,3,60,"STRUCT-BIND",31.2260310842111,14.389506384575
0.311,"112",200,3,60,"STRUCT-BIND",30.3627019842402,12.9601623054826
0.001,"113",2,4,60,"STRUCT-BIND",23.1816351717897,10.2554519966583
0.016,"114",10,4,60,"STRUCT-BIND",25.3957737673495,12.5568048318355
0.122,"115",50,4,60,"STRUCT-BIND",25.8215606006655,13.2609461209844
0.255,"116",200,4,60,"STRUCT-BIND",25.9622236575713,13.6340255481522
0,"117",2,5,60,"STRUCT-BIND",19.0813811570943,7.97923043724392
0.005,"118",10,5,60,"STRUCT-BIND",20.9495595233796,10.5814474399229
0.092,"119",50,5,60,"STRUCT-BIND",22.2636028724736,12.4369268707855
0.221,"120",200,5,60,"STRUCT-BIND",22.8853293605552,12.6125760870613
0.691,"121",2,1,120,"STRUCT-BIND",73.9818887954139,32.5252518851934
0.747,"122",10,1,120,"STRUCT-BIND",71.3708459409848,32.9981300241463
0.787,"123",50,1,120,"STRUCT-BIND",64.7756155234465,31.4590333263193
0.826,"124",200,1,120,"STRUCT-BIND",68.7547582225097,34.4779965914758
0.003,"125",2,2,120,"STRUCT-BIND",46.1219446102941,22.0017435667829
0.057,"126",10,2,120,"STRUCT-BIND",49.1818848835326,24.4308972003896
0.205,"127",50,2,120,"STRUCT-BIND",48.7140567000124,24.6797010654744
0.324,"128",200,2,120,"STRUCT-BIND",45.2346588285467,23.4549761738838
0,"129",2,3,120,"STRUCT-BIND",30.1560082742578,12.8504930003209
0.013,"130",10,3,120,"STRUCT-BIND",33.1528312803237,17.9895594224377
0.116,"131",50,3,120,"STRUCT-BIND",35.671277341158,22.7741354880305
0.225,"132",200,3,120,"STRUCT-BIND",35.7279147327249,23.019537967555
0,"133",2,4,120,"STRUCT-BIND",23.1068853052122,10.4985437634665
0.003,"134",10,4,120,"STRUCT-BIND",25.8093215690149,14.3584940869569
0.069,"135",50,4,120,"STRUCT-BIND",29.2747758110814,20.9020831609545
0.185,"136",200,4,120,"STRUCT-BIND",31.7603477624677,24.9916236921144
0,"137",2,5,120,"STRUCT-BIND",19.3673410870607,8.37711620575506
0,"138",10,5,120,"STRUCT-BIND",21.5386836791035,12.2071539825763
0.04,"139",50,5,120,"STRUCT-BIND",26.7753342004175,21.509581454242
0.146,"140",200,5,120,"STRUCT-BIND",28.0507161334972,23.2206990206163
0.482,"141",2,1,240,"STRUCT-BIND",114.030760428011,60.7690060896226
0.585,"142",10,1,240,"STRUCT-BIND",106.463621745033,63.8557866085316
0.704,"143",50,1,240,"STRUCT-BIND",106.577256661296,58.7413529727688
0.745,"144",200,1,240,"STRUCT-BIND",103.514331602717,58.2377067607057
0,"145",2,2,240,"STRUCT-BIND",46.2065065697028,21.8154235364156
0.016,"146",10,2,240,"STRUCT-BIND",53.8667419689566,37.4992336096961
0.168,"147",50,2,240,"STRUCT-BIND",55.6167530336799,39.5636754167311
0.291,"148",200,2,240,"STRUCT-BIND",52.0223285800776,36.5211831209101
0,"149",2,3,240,"STRUCT-BIND",29.6150908159711,13.3528688187415
0,"150",10,3,240,"STRUCT-BIND",34.9953168997095,23.3946279288275
0.076,"151",50,3,240,"STRUCT-BIND",43.0104753003045,37.5594088401101
0.211,"152",200,3,240,"STRUCT-BIND",44.2003914882209,40.5376236048197
0,"153",2,4,240,"STRUCT-BIND",23.2915926918661,10.3008889393519
0.001,"154",10,4,240,"STRUCT-BIND",26.2136319036297,16.2941315836833
0.021,"155",50,4,240,"STRUCT-BIND",37.7094772060685,38.9889990879362
0.161,"156",200,4,240,"STRUCT-BIND",35.112592706884,32.9750482520685
0,"157",2,5,240,"STRUCT-BIND",19.3785571269921,8.25930963155097
0,"158",10,5,240,"STRUCT-BIND",21.1391081450565,11.24609637541
0.014,"159",50,5,240,"STRUCT-BIND",29.3729785180537,30.4615710631357
0.117,"160",200,5,240,"STRUCT-BIND",32.7518947099111,35.7802203892598
0.313,"161",2,1,480,"STRUCT-BIND",173.287952015914,122.371994239167
0.58,"162",10,1,480,"STRUCT-BIND",145.123920217777,92.7017706769714
0.712,"163",50,1,480,"STRUCT-BIND",124.974331167763,88.246628706069
0.744,"164",200,1,480,"STRUCT-BIND",110.140809207592,73.8014147520474
0,"165",2,2,480,"STRUCT-BIND",45.7103048414519,21.7842539658249
0.001,"166",10,2,480,"STRUCT-BIND",60.4274906898063,48.9551158008153
0.15,"167",50,2,480,"STRUCT-BIND",62.5535001181771,54.3398829557896
0.266,"168",200,2,480,"STRUCT-BIND",54.9424348976322,42.1363178102968
0,"169",2,3,480,"STRUCT-BIND",29.2890761636212,13.0901317218572
0,"170",10,3,480,"STRUCT-BIND",34.567049405668,21.1880430707719
0.059,"171",50,3,480,"STRUCT-BIND",48.2133577408494,52.8053734193557
0.188,"172",200,3,480,"STRUCT-BIND",42.4226245446113,40.8852038578795
0,"173",2,4,480,"STRUCT-BIND",22.7462361078932,9.82172237897342
0,"174",10,4,480,"STRUCT-BIND",26.2103528375086,16.8485102264961
0.012,"175",50,4,480,"STRUCT-BIND",42.309361343333,56.1718803769347
0.16,"176",200,4,480,"STRUCT-BIND",37.2223338021389,37.2441510864674
0,"177",2,5,480,"STRUCT-BIND",19.4920312351658,8.60501480221544
0,"178",10,5,480,"STRUCT-BIND",21.4669724258137,11.4196606534535
0.003,"179",50,5,480,"STRUCT-BIND",33.8553101427106,49.2739087986963
0.103,"180",200,5,480,"STRUCT-BIND",34.1147455713759,41.3978353994954
1,"1",2,0,Inf,"STRUCT-CAT",NA,NA
1,"2",10,0,Inf,"STRUCT-CAT",NA,NA
1,"3",50,0,Inf,"STRUCT-CAT",NA,NA
1,"4",200,0,Inf,"STRUCT-CAT",NA,NA
0.989,"5",2,0.5,Inf,"STRUCT-CAT",21.2595251495525,10.6268778045083
0.996,"6",10,0.5,Inf,"STRUCT-CAT",21.7953515067218,1.28604856936645
0.99,"7",50,0.5,Inf,"STRUCT-CAT",22.7903043518135,14.6158123306168
0.991,"8",200,0.5,Inf,"STRUCT-CAT",33.2655152746084,23.6366675894188
0.957,"9",2,0.7,Inf,"STRUCT-CAT",56.0269764991415,38.8074057250732
0.95,"10",10,0.7,Inf,"STRUCT-CAT",60.1486032150128,47.5466456137451
0.968,"11",50,0.7,Inf,"STRUCT-CAT",50.7421266359559,38.3653401854622
0.956,"12",200,0.7,Inf,"STRUCT-CAT",57.9516298455244,59.7588027991859
0.633,"13",2,0.9,Inf,"STRUCT-CAT",182.898653085593,167.967715801979
0.656,"14",10,0.9,Inf,"STRUCT-CAT",166.373740244298,148.242896963593
0.632,"15",50,0.9,Inf,"STRUCT-CAT",186.224766194706,156.430179691773
