"survive","param.index","mutant.effect","drug.outsideConcentration.MULT","drug.off","extinction.time","extinction.time.sd","num.reps","cell.type"
0,"8",1,1.3,Inf,100.630680978792,68.0387075094323,1000,"WT"
0,"9",1,1.4,Inf,81.9917193078868,54.4013932773538,1000,"WT"
0,"10",1,1.5,Inf,73.7253642390264,46.4650946061584,1000,"WT"
0,"11",1,1.75,Inf,56.1513175601539,31.9736948092858,1000,"WT"
0,"12",1,2,Inf,47.384468594112,27.2358432157601,1000,"WT"
0,"13",1,2.25,Inf,42.044481885589,21.8678574189639,1000,"WT"
0,"14",1,2.5,Inf,37.0739013495806,19.9883088147123,1000,"WT"
0,"15",1,2.75,Inf,34.391938733252,17.8930335700873,1000,"WT"
0,"16",1,3,Inf,32.0665453832672,16.6423295871413,1000,"WT"
0,"17",1,3.5,Inf,27.9643706015956,13.7775314555593,1000,"WT"
0,"18",1,4,Inf,24.9477437579333,12.6176562158943,1000,"WT"
0,"19",1,4.5,Inf,22.6646009817319,11.3206495279375,1000,"WT"
0,"20",1,5,Inf,21.7360738805924,10.6574793567424,1000,"WT"
0.882,"21",1,1,30,24.4817287552989,12.0225086263616,1000,"WT"
0.516,"22",1,2,30,28.2436328983405,13.1374897953812,1000,"WT"
0.202,"23",1,3,30,26.7836094257109,12.6900092385808,1000,"WT"
0.056,"24",1,4,30,23.6396996151421,12.1280988003743,1000,"WT"
0.019,"25",1,5,30,21.4029423166088,10.3055147471971,1000,"WT"
0.766,"26",1,1,60,41.4580447130679,19.2225296050175,1000,"WT"
0.145,"27",1,2,60,40.6446540090933,19.2841081040495,1000,"WT"
0.011,"28",1,3,60,31.1390566703395,16.5095766084642,1000,"WT"
0.002,"29",1,4,60,24.4798412997706,12.0468368581946,1000,"WT"
0,"30",1,5,60,21.5202037404703,10.6217649656417,1000,"WT"
0.565,"31",1,1,120,67.3138467512411,35.6422122377454,1000,"WT"
0.003,"32",1,2,120,48.3632690716864,25.4173882882098,1000,"WT"
0,"33",1,3,120,32.2821374497191,16.0658530407757,1000,"WT"
0,"34",1,4,120,25.4859848482987,12.6022822856918,1000,"WT"
0,"35",1,5,120,21.3364805846637,10.6196720692585,1000,"WT"
0.383,"36",1,1,240,110.535844728609,66.4174794264883,1000,"WT"
0,"37",1,2,240,47.4209065959799,26.6257858103815,1000,"WT"
0,"38",1,3,240,31.6902847041511,16.5212424104435,1000,"WT"
0,"39",1,4,240,25.3697821571407,12.9479513910729,1000,"WT"
0,"40",1,5,240,21.3191359197372,10.2849524637282,1000,"WT"
0.226,"41",1,1,480,164.031327370924,122.676544850042,1000,"WT"
0,"42",1,2,480,48.6143929986815,26.1907237545147,1000,"WT"
0,"43",1,3,480,31.1333156536833,16.290999221488,1000,"WT"
0,"44",1,4,480,25.1556761614094,12.7244816528666,1000,"WT"
0,"45",1,5,480,21.4534978289735,10.7170660396375,1000,"WT"
1,"1",1,0,Inf,NA,NA,1000,"KO"
0.968,"2",1,0.5,Inf,19.9376735302544,12.1720574307919,1000,"KO"
0.926,"3",1,0.7,Inf,51.0987133583931,41.8325169845212,1000,"KO"
0.678,"4",1,0.9,Inf,126.867137930588,103.955020485027,1000,"KO"
0.285,"5",1,1,Inf,237.925386668749,242.479731808508,1000,"KO"
0.008,"6",1,1.1,Inf,220.023623518905,205.035777613454,1000,"KO"
0,"7",1,1.2,Inf,142.708944016814,116.357556293494,1000,"KO"
0,"8",1,1.3,Inf,107.842933107367,79.0627345983976,1000,"KO"
0,"9",1,1.4,Inf,91.0348209044449,58.8453570821913,1000,"KO"
0,"10",1,1.5,Inf,74.7621919076778,47.7524879030202,1000,"KO"
0,"11",1,1.75,Inf,58.6469302563128,36.4467535820429,1000,"KO"
0,"12",1,2,Inf,49.5814251728042,27.6745818659097,1000,"KO"
0,"13",1,2.25,Inf,43.3264976899933,23.3734863773696,1000,"KO"
0,"14",1,2.5,Inf,38.5884698489328,20.9997073518344,1000,"KO"
0,"15",1,2.75,Inf,35.1173081485205,17.7023069262779,1000,"KO"
0,"16",1,3,Inf,31.9082497201342,17.320897346509,1000,"KO"
0,"17",1,3.5,Inf,27.7549665431397,13.9612629924728,1000,"KO"
0,"18",1,4,Inf,25.2124391689943,12.4393612786036,1000,"KO"
0,"19",1,4.5,Inf,23.503197761604,11.9077363584871,1000,"KO"
0,"20",1,5,Inf,21.1837111013511,10.4282450943024,1000,"KO"
0.91,"21",1,1,30,22.595298305629,10.8791768840679,1000,"KO"
0.57,"22",1,2,30,27.4640403151482,13.3247897185015,1000,"KO"
0.186,"23",1,3,30,27.0125761988435,12.8041008780783,1000,"KO"
0.055,"24",1,4,30,24.4812756438064,12.1257789132978,1000,"KO"
0.019,"25",1,5,30,21.2838557218219,10.4590618839057,1000,"KO"
0.792,"26",1,1,60,38.9045801113672,19.855798825449,1000,"KO"
0.179,"27",1,2,60,41.1235723805908,18.915814562418,1000,"KO"
0.013,"28",1,3,60,31.5783334447108,15.1865362222454,1000,"KO"
0.001,"29",1,4,60,26.333292907544,13.0466021594572,1000,"KO"
0,"30",1,5,60,21.662346834394,10.6332424473587,1000,"KO"
0.68,"31",1,1,120,65.207597445383,36.107453428873,1000,"KO"
0.01,"32",1,2,120,49.1960851656746,25.9556497104325,1000,"KO"
0,"33",1,3,120,31.9029610445718,16.0180247436757,1000,"KO"
0,"34",1,4,120,25.215417880973,12.7445667522521,1000,"KO"
0,"35",1,5,120,21.7358066405869,10.943660759608,1000,"KO"
0.507,"36",1,1,240,107.217201662298,65.7781912896665,1000,"KO"
0,"37",1,2,240,48.2753651189022,27.1055323430056,1000,"KO"
0,"38",1,3,240,31.9280579447351,16.6318943229624,1000,"KO"
0,"39",1,4,240,25.506902554862,13.06981527128,1000,"KO"
0,"40",1,5,240,21.3905867016064,11.1332654338113,1000,"KO"
0.348,"41",1,1,480,147.588280104106,112.452414900731,1000,"KO"
0,"42",1,2,480,48.0680970731523,27.2533030743962,1000,"KO"
0,"43",1,3,480,31.8980492167144,15.7884230609791,1000,"KO"
0,"44",1,4,480,26.0409823705202,13.0956687804508,1000,"KO"
0,"45",1,5,480,21.0643097094429,10.6145926818863,1000,"KO"
