"sample.time","num.cells","parameter.index","kappa","MIC.fraction","drug.outsideConcentration.MULT","cell.type"
10,18445,"143",5,0.3003958,63.0957344480194,"WT"
20,4371,"143",5,0.3003958,63.0957344480194,"WT"
30,683,"143",5,0.3003958,63.0957344480194,"WT"
40,122,"143",5,0.3003958,63.0957344480194,"WT"
50,26,"143",5,0.3003958,63.0957344480194,"WT"
60,4,"143",5,0.3003958,63.0957344480194,"WT"
0,100000,"144",10,0.2956701,63.0957344480194,"WT"
10,18025,"144",10,0.2956701,63.0957344480194,"WT"
20,4410,"144",10,0.2956701,63.0957344480194,"WT"
30,691,"144",10,0.2956701,63.0957344480194,"WT"
40,154,"144",10,0.2956701,63.0957344480194,"WT"
50,37,"144",10,0.2956701,63.0957344480194,"WT"
60,3,"144",10,0.2956701,63.0957344480194,"WT"
0,100000,"145",20,0.28002,63.0957344480194,"WT"
10,17799,"145",20,0.28002,63.0957344480194,"WT"
20,4196,"145",20,0.28002,63.0957344480194,"WT"
30,637,"145",20,0.28002,63.0957344480194,"WT"
40,142,"145",20,0.28002,63.0957344480194,"WT"
50,19,"145",20,0.28002,63.0957344480194,"WT"
60,0,"145",20,0.28002,63.0957344480194,"WT"
0,100000,"146",1,0.349697,79.4328234724282,"WT"
10,18849,"146",1,0.349697,79.4328234724282,"WT"
20,4399,"146",1,0.349697,79.4328234724282,"WT"
30,743,"146",1,0.349697,79.4328234724282,"WT"
40,145,"146",1,0.349697,79.4328234724282,"WT"
50,25,"146",1,0.349697,79.4328234724282,"WT"
60,6,"146",1,0.349697,79.4328234724282,"WT"
0,100000,"147",2,0.3185616,79.4328234724282,"WT"
10,18846,"147",2,0.3185616,79.4328234724282,"WT"
20,4564,"147",2,0.3185616,79.4328234724282,"WT"
30,771,"147",2,0.3185616,79.4328234724282,"WT"
40,146,"147",2,0.3185616,79.4328234724282,"WT"
50,24,"147",2,0.3185616,79.4328234724282,"WT"
60,2,"147",2,0.3185616,79.4328234724282,"WT"
0,100000,"148",5,0.3003958,79.4328234724282,"WT"
10,17724,"148",5,0.3003958,79.4328234724282,"WT"
20,4238,"148",5,0.3003958,79.4328234724282,"WT"
30,692,"148",5,0.3003958,79.4328234724282,"WT"
40,172,"148",5,0.3003958,79.4328234724282,"WT"
50,29,"148",5,0.3003958,79.4328234724282,"WT"
60,4,"148",5,0.3003958,79.4328234724282,"WT"
0,100000,"149",10,0.2956701,79.4328234724282,"WT"
10,17379,"149",10,0.2956701,79.4328234724282,"WT"
20,4074,"149",10,0.2956701,79.4328234724282,"WT"
30,636,"149",10,0.2956701,79.4328234724282,"WT"
40,130,"149",10,0.2956701,79.4328234724282,"WT"
50,24,"149",10,0.2956701,79.4328234724282,"WT"
60,2,"149",10,0.2956701,79.4328234724282,"WT"
0,100000,"150",20,0.28002,79.4328234724282,"WT"
10,16933,"150",20,0.28002,79.4328234724282,"WT"
20,4074,"150",20,0.28002,79.4328234724282,"WT"
30,665,"150",20,0.28002,79.4328234724282,"WT"
40,137,"150",20,0.28002,79.4328234724282,"WT"
50,33,"150",20,0.28002,79.4328234724282,"WT"
60,4,"150",20,0.28002,79.4328234724282,"WT"
0,100000,"151",1,0.349697,100,"WT"
10,17754,"151",1,0.349697,100,"WT"
20,3753,"151",1,0.349697,100,"WT"
30,673,"151",1,0.349697,100,"WT"
40,107,"151",1,0.349697,100,"WT"
50,24,"151",1,0.349697,100,"WT"
60,4,"151",1,0.349697,100,"WT"
0,100000,"152",2,0.3185616,100,"WT"
10,17708,"152",2,0.3185616,100,"WT"
20,3822,"152",2,0.3185616,100,"WT"
30,643,"152",2,0.3185616,100,"WT"
40,121,"152",2,0.3185616,100,"WT"
50,27,"152",2,0.3185616,100,"WT"
60,4,"152",2,0.3185616,100,"WT"
0,100000,"153",5,0.3003958,100,"WT"
10,16995,"153",5,0.3003958,100,"WT"
20,3740,"153",5,0.3003958,100,"WT"
30,649,"153",5,0.3003958,100,"WT"
40,105,"153",5,0.3003958,100,"WT"
50,21,"153",5,0.3003958,100,"WT"
60,6,"153",5,0.3003958,100,"WT"
0,100000,"154",10,0.2956701,100,"WT"
10,16609,"154",10,0.2956701,100,"WT"
20,3706,"154",10,0.2956701,100,"WT"
30,657,"154",10,0.2956701,100,"WT"
40,112,"154",10,0.2956701,100,"WT"
50,19,"154",10,0.2956701,100,"WT"
60,1,"154",10,0.2956701,100,"WT"
0,100000,"155",20,0.28002,100,"WT"
10,16616,"155",20,0.28002,100,"WT"
20,3634,"155",20,0.28002,100,"WT"
30,554,"155",20,0.28002,100,"WT"
40,82,"155",20,0.28002,100,"WT"
50,22,"155",20,0.28002,100,"WT"
60,5,"155",20,0.28002,100,"WT"
